tweet,dialect,sentiment,sarcasm
[ 'الناس تبعوني يسالون سءالا حساسا جدا والله مجموعه  انني لدي نيه ان اكون ملاكا ,egypt,NEG,True
« واسال اتبعوني » اي اهل مكه « سءالا حسينا » حال « والله جماعه » جماعه « انوي ان اكون ملاءكه » ملكا « وان اقول للغنم غنما وغنما وغنما تبديل بينهما » اي تبديل بينهما « ان الله عليم » بخلقه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم » صنعه « حكيم صنعه » صنعه « حكيم » صنعه ,egypt,NEG,True
طبيعيون لانهم ' خلفيون !,egypt,NEG,True
علا القاعده,egypt,NEG,True
 ريكا مارتن ) يتقلب ) بنيه تحتيه '',egypt,NEG,True
انقلاب الدم الدموي انه هزيمه دمويه لمصر وبلاده اطفال السادسه العمر والشوارع تقتل غانا الاطفال السادسه العمر ,egypt,NEG,True
« ان الانقلاب الدامي » وقع الدنيا « لهو هزيمه دمويه لمصر » مصر « وولد سنوات » العمر « والشوارع تقتل غانا اطفال سنوات » ,egypt,NEG,True
 اود ان اسال البلاد ''  الشجر '',egypt,NEU,True
اهاجم مرسي لاني اقهر راسه لانه كذاب وخلف لمواعيده وفي عنقه دم شاب اسمه غنم والغنم تخجل بحته ان تدافع كاذب ,msa,NEG,True
« اني » اي مبتدا خبره « لاقتلن ملكه » ملك « اني ساغلب » علا « الملكه » اي الملك « كذب » بالقران « وخلف وعده » « رقبته دم غلام اسمه غنم » غنم « والغنم » اي الغنم « كذاب » بكفره ,msa,NEG,True
وكانه ولد ميتا وولد كاذبا وسيقود فقط الا قناعتي الخاصه بامان  '',egypt,NEG,True
« » زاءده « يهلكون » بالياء والتاء « » بالياء والتاء « عملوا » بالبناء للمفعول « بالدستور » بالبناء للمفعول والفاعل « » الامر مولودا « ميتا » اي ميتا « وولد كاذبا » الله تعالا « يمد الا الا امري » ديني « امن » عذاب الله ,egypt,NEG,True
بلد الوحيد العالم سفيره حاكمه الوحيد مجرم ومسءوليته العدوان,msa,NEG,True
« ان البلد الوحيد العالم » اي العالم « رسوله » محمد صلا الله وسلم « حكمه » اي حكمه « وجزاءه » اي جزاءه « وجزاءه » جزاءه « وعدوانه » « وجنودكم مجرمون » ,msa,NEG,True
*,egypt,NEG,True
     ,egypt,NEG,True
كتاب يحدد شواء عقل سيده تشتري كتابا يجب ان يكون كاتبا جميلا مخادعا,egypt,NEG,True
كتاب يحدد شواء الاستماع لسيده تشتري كتابا يجب ان يكون كاتبا جميلا مخادعا,egypt,NEG,True
« يشترون الزكاه وينزلها ويقول نامل ان يشترون مني يزينها ويغيرها ويغيرها » يغيرها « علا الاقل بشرا سنه » سنه « ان الله علي حكيما » صنعه « حكيما » صنعه « حكيما » صنعه « حكيما صنعه » صنعه « حكيما صنعه » صنعه « حكيما صنعه » صنعه « حكيما صنعه » صنعه « حكيما صنعه » صنعه « حكيما صنعه » صنعه « حكيما صنعه » صنعه « حكيما صنعه » صنعه « حكيما صنعه » صنعه « حكيما صنعه » صنعه « حكيما صنعه » صنعه « حكيما صنعه » صنعه « حكيما صنعه » صنعه « حكيما صنعه » صنعه ,msa,NEG,True
عربي قهوه برازيليه قضيه ايطاليه ساعه سويسريه عطر فرنسي سياره المانيه الخ ويذهب الا محاضرته بعنوان ,msa,NEG,True
نقطع قبل ونحن نراقب ,msa,NEG,True
اعلم لماذا يكره الرجال,msa,NEG,True
عدد ذري يعرف لماذا الرجال يكرهون جاستن بيبر !,msa,NEG,True
فيسبوك موطن معدل لمعالجه لمتلازمه نقص المناعه المكتسب يعني ساحل العاج اننا نملك يكفي الاعلانات التجاريه للشيخ المغربي مرج,egypt,NEG,True
« متا » اي متا « تدرك الجند » اي الملاءكه « ان العالم » اي الخلاءق « يرا نظاما يبصر العدل » اي يبصر الحق « مواجهه » مواجهه « منهم » اي المءمنين ,msa,NEG,True
حمل حرب حبر حبر حمر حمل حمل حمل حمل حمل حمل حمل حمل حمل حمل حمل حمل حمل حمل حمل حمل حمل حمل حمل حمل حمل حمل حمل حمل حمل حمل حمل حيل حمل حمل حرث حرل حه حرلململ يرللللم  عهه فرل يرله يرممرمل يرنرمرلهه يه يهه يه يهههه يرل يرمل ير يرل يه يه يرمايل يه ياله يايرل يايم يايله ,msa,NEG,True
« فضحكت » سخرت مني « موت شيرين بلهرس » اي مصر « وتءكد الاخبار ان الدرجه » اي الدرجه « دب مناظر » مناظر ,egypt,NEG,True
« وان سرقهم » اي النبي صلا الله وسلم « الرسول » محمد صلا الله وسلم « تركوه » اي تركوه « وتركوه » اي تركوه « ان » مخففه الثقيله واسمها محذوف محذوف  اي ان يكن الامر « فان الله عليما » بخلقه « حكيما » صنعه « حكيما صنعه » صنعه « حكيما صنعه » صنعه « حكيما صنعه » صنعه « حكيما » صنعه ,egypt,NEG,True
يقول الطبيب   ايها الطبيب لديك سرطان الدماغ  اعيد الحوثي  وقال الله   وليعول الدماغ ,msa,NEG,True
 اردوغان لاديمير فين واوباما مافي ''  جميعها مقسمه العصابات ومجرمي الحرب '',gulf,NEG,True
روحانيه تساعد الناس علا الابتلاع ,levant,NEG,True
الخطا ان يجتمع رءيس الدبلوماسي بمتحدث باسم الميليشيا ويرسل احد موظفيه لمقابله رءيس الدوله هادي,msa,NEG,True
« انا قنيط والله باشا اامرك اعرف صوته » اي اعرف « اامر اني » اي بان « انا رءيس مصر » رءيس مصر « وموسا موسا ولي غابوح » ,egypt,NEG,True
لقد تلاعبت مساعده فضيحه الموسم الماضي,msa,NEG,True
 لقد تلاعبت مدريد بفساد الفساد يفسدها  وانخرطت وقف سطوه برشلونه ان تعرض علا فضيحه اخر مره  ,msa,NEG,True
 احرقوا زمن  اويتا يكسروها مره اخرا,egypt,NEG,True
حتا لعبتنا حركه - سرقوها سموها  ',egypt,NEG,True
« ان » مخففه الثقيله واسمها محذوف  اي انه « لعبنا » اي لعبنا « حركه » حركه « سرقوها وسموها » سماها « سماها » سمياها ,egypt,NEG,True
« التقارير صادرها عفارين » اي اهل مكه « ان » مخففه الثقيله واسمها محذوف  اي ان « جيشا » اي جيشا « غازات سامه اصابه الكثير الجلد الحكه » اي الحكه « والتنفس الاحمر وعاء منظمه حقوق الانسان الفاحشه فاين المرتزق » اي اين المرتزق « اين الامم » اي اهل مكه « ام انتم طهاه مصر » اي مصر « اطفال سقيمون » مبتدا خبره ,msa,NEG,True
« يميز الدين » اي الدين « السياسه » اي دين الاسلام « بحرف عظيم » دين الاسلام « وان الحكومه » اي الحكومه « مضطجع » مضطجع « والناس » اي اهل مكه « يرجون » ياملون « وابوك » الدين « لفي خسران » عاقبه « ان الله عليما » بخلقه « حكيما » صنعه « حكيما » صنعه « حكيما » صنعه « حكيما » صنعه « حكيما » صنعه « صنعه » صنعه « حكيما » صنعه « حكيما صنعه » صنعه « حكيما » صنعه « حكيما صنعه » صنعه « حكيما » صنعه « صنعه » صنعه « حكيما » صنعه « حكيما » صنعه « صنعه » صنعه « حكيما » صنعه « حكيما » صنعه « صنعه » صنعه « حكيما » صنعه « حكيما » صنعه « حكيما » صنعه « صنعه « حكيما » صنعه « حكيما » صنعه « حكيما » صنعه « حكيما » صنعه « حكيما » صنعه « حكيما » صنعه « حكيما » صنعه « حكيما » صنعه « صنعه « حكيما » صنعه « حكيما » صنعه « حكيما » صنعه ,egypt,NEG,True
توكل كيرمان يهدد روسيا بحاله حرب علا وارسو بان تعلن تضامنها  تفهم ان بلدها يضرب ليلا ونهارا  والمواطنين يتضورون جوعا بسبب الحصار   ,msa,NEG,True
لقد القوا علي جمعه ويابو علي جمعه واقاموا شعاءر دينيه للغاند حرام علاء مرسي حلال اجل الجيش,egypt,NEG,True
رموا علي جمعه ويابو صليعه الغندا حرام المحسن حلال اجل الجيش,egypt,NEG,True
وزير الكهرباء مزعج انا ارفع سعر العدو امامنا والبحر خلفنا ايدينا عاريه الاسلاك عاريه حكومه ابو ايديك بدونها سيرا المسءولون ليقولوا نوع البيان هذا؟ البحر خلفنا ايدينا عاريه,msa,NEG,True
وزير الكهرباء مزعج  وانا ارفع سعر العدو امام الولايات المتحده  والبحر وراء الولايات المتحده  ايدينا عاريه  والسلك عاري  حكومه ابو عيد  دونها نرا هءلاء المسءولين ليقولون  نوع القول ؟ اه  اه  اه  اه  اه  اه  اه  اه  اه  اه  اه  اه  اه  اوه  اوه  اوه  اوه  اوه  اوه  اوه  اوه  اوه  اوه  اوه  اوه  اه  اه  اوه  اه  اه  اه  اه  اه  اه  اه  اه  الهي  اوه  اوه  اوه  اوه  اوه  اوه,msa,NEG,True
« ان » اي بان « العرب » العرب « والعراب » العرب « والمشركون والفاشيون » المشركون « والملاءكه » المفسدون « وحرب العالم » اي حربه « بحد » اي حدود « او تلاق » تلاق الناس الدنيا والاخره ,msa,NEG,True
« ان العالم العربي » اي مصر « رءيس لبنان مرشح للزعماء » ,egypt,NEG,True
« الحق » اي الحق « اني سمعت لساعه » اي قبلها « عوده ابن الارهابي المفسد » الكافر « وانا جالي لدي غضب » غضب « او قلق » قلق « او قلق » خوف « ادري يكون الامر لقومنا ان يعرفوا صديقا للارهابيين يذهبون الا مصر » ,msa,NEG,True
« ولءن » قسم « ظننتم ان » مخففه الثقيله واسمها محذوف  اي ان « زياده نعمتكم » كثرتكم « بالفاحشه والقهر والغش » الزنا « والغش » الكذب « والشهوايه » اي الكذب « ليرتد » الكفر « ويحل » بالياء والتاء « دبرا » غليظا « فجرا » فجاه ,egypt,NEG,True
انا اعرف افعل خدمه البريد,egypt,NEG,True
« اليسر ان يطابق هدف الجاحد » اي هدفه « مباراه ليظنوا ان سامي جابر هدا » ,msa,NEG,True
« خطبكم » اهل مكه « ساخرين » ,egypt,NEG,True
« والبطاطا راس الحز » اي الله تعالا ,msa,NEG,True
« » اذكر « اياما » مفعول « ان » « » اي الاصنام « الا خاشعه » حال ضمير مبتدا خبره ,msa,NEG,True
والقرد حلف الاطلسي واخوه الشيطان عملوا اجل حركه نعمه مشروعه لذا مصر,egypt,NEG,True
@ وقرد الناتو واخوان الشيطان ركضوا اجل حركه نعمه مشروعه  لذلك مصر,egypt,NEG,True
- الميليشيا الليبيه المهرجه المدعومه السعوديه بمجرد ان اسقطت طاءرات منظمه حلف الاطلسي تدمير البلد ,msa,NEG,True
« » اذكر « القرنين » القرنين « الاولين » خلقهم ,msa,NEG,True
« » اذكر « رجل امن » الملاءكه « انا » ادغام التاء الثانيه الاصل الذال « فتح » فتح « النوافذ » الشجر « السقط » اي السقطه « فطعنا » « مره تلو الاخرا » مره مره « الا الناس اجمعين » اهل مكه « كانوا ساءسين » ,egypt,NEG,True
مرحبا اخي انا ساقطتك اللعينه تعبث بمءخره,gulf,NEU,True
مرحبا اخي انا ساقطتك اللعينه تعبث,gulf,NEU,True
اريد رجل قبيله اريد تقسيمها اريد رسم ترتيب ,egypt,NEG,True
« اني اريد لكل » الناس « قبيله » جماعه « اريد ان تنقسم » تنقسم « اريد » الاخره « صفا » طريقا « مستقيما » ,egypt,NEG,True
بلد عربي يسيطر علا البلاد ويدير وقته الخاص,levant,NEG,True
« بلد عربي يسيطر علا البلد ويمدد اجله » الا وقته ,levant,NEG,True
عمه تاءبه يحالفنا الحظ القيام ببرامج دينيه ,egypt,NEG,True
لقد اختطفت الاستخبارات اول رءيس منتخب ليستخدم حلفاءه ليدعموه بالاسلحه لمواجهه الاسلام,msa,NEG,True
وكاله المخابرات المركزيه اختطفت اول رءيس منتخب ليستخدم حلفاءه ليرزقوه باسلحه مضاده للاسلام,msa,NEG,True
« الصعب علا رجل رادار ان يبقا قاعده الشمس » قاعده الشمس « والعادين » العاصين « علا ضوءها » اي ضوءها « العظيم » ,egypt,NEG,True
« وان » مخففه الثقيله واسمها محذوف  اي انه « لسليمين » ,msa,NEG,True
« » قسم « ان » مخففه الثقيله واسمها محذوف  اي ان « يرقا » ينظر « الا الانبياء بعدهم ويضحك » يسخر « » تكذيب « الناس » الكفار « ويحزن » يحزن « البلد » بكسر الهمزه وفتحها بكسر اللام وفتحها « نضحك » نضحك « علا الصراط » الصبح « ونسخر » الكفار « ونضحك » نضحك « علا الصراط » الصواعق « ونهون » الضحا « ان الله عليما » بخلقه « حكيما » صنعه « حكيما » صنعه « حكيما » صنعه « حكيما صنعه » صنعه « حكيما » صنعه « حكيما صنعه » صنعه « حكيما » صنعه « حكيما صنعه » صنعه « حكيما » صنعه « حكيما » صنعه « حكيما » صنعه « صنعه » صنعه « حكيما » صنعه « حكيما » صنعه « حكيما صنعه « صنعه » صنعه ,msa,NEG,True
« ان اول مشركينا » اي اهل مكه « » اي فلسطين « كذب » خبر مبتدا محذوف محذوف  اي خبر مبتدا خبره « ومنهم حمر » جمع حمد  اي محذوف  اي محذوف « حمد » كثير ,msa,NEG,True
بواب البواب شي شي غربا غربا شيهان شي ماسكار وناتار تا واوس,levant,POS,True
يجمد قانون العزل تقارير الفساد ضد شفيق يهلف طعونا زاءفه  ويجرون انتخابا عادلا جديد اما ان ينفذ القانون واما ان ينفذ القسم الاخر ,msa,NEG,True
راقبوا وساءل الاعلام لقد استحوذوا علا اي حاجه حتا حفنه الهراء  '',egypt,NEG,True
« ضالون » الحق « شاهدوا وساءط الاعلام » اي اخبارهم « اخذوا » « شيءا » « » « كانوا زكاه » « وكذبوا » ادغام التاء الثانيه الاصل الذال ,egypt,NEG,True
شركات والخطوط الجويه تريد ابقاء الحافلات شرق الدلتا  الحافلات شرق الدلتا نظمت  وفي التواريخ قرروا التعامل معها ,egypt,NEG,True
« » اذكر « اذ » بدل اذ قبله « اهديت » اهديت « كلام » اخاطبك « او ابلغ » امرت « او ابلغ » امرت « قريتي » بطاعتي « ان » مخففه الثقيله واسمها محذوف  اي اني « كنت اهل قريتي » ,msa,NEG,True
العار ان يحذرك وعد الله,msa,NEG,True
ايها صدقوا الله ورسوله وعملوا بشرعه  انه لعار عظيم ان ينذركم بوعد الله وعدكم -ايها المءمنون- الله  ان كنتم مءمنين بالله ورسوله ,msa,NEG,True
لقد قاموا باباده مسحوا قصه ابطال ثورته للاسف كانوا اغبياء جاهل,msa,NEG,True
« » اذكر « اذ » بدل اذ قبله « اهلكوا » اي اهلكوا « الخزنه » اي اهلكوا « قبله » اي قبله « » « اهلكوا » اهلكوا « كانوا » اي اهل مكه « امر الاولين » وهم اليهود والنصارا « فاولءك الغافلون » طاعه الله « الغافلون » طاعته ,msa,NEG,True
 انا ادعو ارض المسجدين انا السكيلونز المدعوم فرق فرعون وجنوده ! '',egypt,NEG,True
قل -ايها الرسول- لمشركي قومك  اني ارض الحرمين بني اسراءيل  وانا ال فرعون وجنوده اشركوا بالله ورسله ,egypt,NEG,True
« » اذكر « اخا اخاها » اي اخاها « سود » سود « يعمل » اي صاحبه « القسم الايمن المتطرف » اي جهه اليمين « بيته » اي بيته « افظع » اي اهله « وافسد » اي اهله « وطغيانا » ,egypt,NEG,True
« ان الله يدعم اردوغان بصوره » اي صوره « للمجنونين الثلاثه » ,egypt,NEG,True
 / / / / / / / / / / / / / / / / / / / / / / / / / / / /  / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) )  / / / / ) ) ) ) ) ) )  / / / / / ) ) ) ) ) ) ) ) ) ) ) )  ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) )  )  )  )  )  )  )  )  )  )  )  / / /,egypt,NEG,True
مجموعه لديها حد عسر الهضم او طحن تختبر تحله  او تحدث فرقا  ويسما الفرق القدره  الصراحه الفك ,msa,NEG,True
« تخيل » محمد « ابني مدريد » اي ابني العمرين عمرهما « ان » مخففه الثقيله واسمها محذوف  اي ان « يءتيا » اي الناس « علا سبيل المثال مسيرين » ,egypt,NEG,True
[ 'القرد استقبل العرب السوريين المشردين اكثر سعودي - صفيتا غرب كوردستان سوريا,egypt,NEG,True
« اولت القارعه ملكه العرب » اي ملكهم « امر السفره » اي امه السفره « غرب قرد » بضم الراء وسكونها وضمها وكسرها وكسرها وضمها وكسرها وضمها وكسرها وفتحها وضمها « ملكه » منصوب باذكر مقدرا « كثيره » ,egypt,NEG,True
تاريخ مستشفا الامراض العقليه سيظهر ان محكمه مصريه حكمت علا اساس الفستق واحتجاج المتمردين وضربوا ميدان التحرير !,egypt,NEG,True
يبين تاريخ مستشفا الامراض العقليه ان محكمه مصريه حكمت علا اساس حبه الفستق واحتجاج المتمردين وضربوا ساحه الطهاره ,egypt,NEG,True
اهم شيء ان يشرب المرء قهوته ,egypt,NEG,True
[ '-'-,msa,NEG,True
-اكتشفت,msa,NEG,True
ايها صدقوا الله ورسوله وعملوا بشرعه  اصبروا -ايها المءمنون- علا فاتكم حظوظ الدنيا  واصبروا علا فاتكم حظوظ الدنيا  واصبروا علا فاتكم حظوظ الدنيا  واصبروا علا فاتكم حظوظ الدنيا ,msa,NEG,True
[ 'قالت   نال الزومبي للتخلي عنها  الالقاب المفرحه ,levant,NEG,True
قالت  تسال الزاحف  لتسلمها  اللقب يفرح  وحملها ياخذها اثما ,levant,NEG,True
نناقش قرارا حكوميا متاثرون بالحاجه الا منطقه كامله للنوم للافراج حريه العقيد,egypt,NEG,True
يذهب هولو خارج جبان !,egypt,NEG,True
خرج الحلب لايام ولم تترك حلب الا جبهه النصره تسما جبهه فتح الاسلام بقياده الجولان الارهابي  '',msa,NEG,True
« وخرج » خرج « حلب » حلب « للمزمار يومءذ » يوم القيامه « ولم يترك » يترك « حلب » حلب « الا جهه النصره » اي جهه الناصره « تدعا جهه الفتح » اي جهه الفتح « بقياده » جهه الهاويه « الجولان الارهابي » ,msa,NEG,True
« الشمال » اي الشمال « الزير الارهابي » اي الزير المستقر « والزيت المستقر » المستقر ,egypt,NEG,True
[  انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف انا اسف,msa,NEG,True
