tweet,dialect,sarcasm
"""RT @AFPar: جماعة #جند_الاقصى الجهادية تنضم الى #جبهة_فتح_الشام في #سورياhttps://t.co/ICW9iOUg6f#افب""",egypt,False
"""الكاتبتان #أنوار_العتيبي و #سحر_بن_علي في زيارة لـ #دار_الفراشة #معرض_الكتاب #معرض_الكويت_الدولي_للكتاب #كتب #كتاب… https://t.co/AO5IQuxvJW""",msa,False
اليوم اختفى المصريون درع الدوري دولاب نادي زلقيق الذي احتل درعه لمدة أسبوع,nile,True
حين تكون القدس والأقصى حاضرة في ضمير الأمة ووجدانها  فإن المسافات الجغرافية تُطوى .  إمام  الحرم المقدسي  عكرمة صبري يؤم صلاة الجمعة في مسجد آيا صوفيا ومن خلفه الرئيس التركي الطيب آردوجان . نعم الإمامُ والمأموم💕🇹🇷🇵🇸💕 #بعدك_الأقصى https://t.co/sYC0dD8ANx,msa,False
"[""علينا أن نتظاهر بأننا أغبياء حتى يُمكن للرجال أن ينزعجوا""]",msa,True
"أما عيل لسة مادخلش KG2 يقولي ""أنا غضبان عليك"" كل ده عشان أنا مخلتش البيه يلعب Assassin's Creed",egypt,False
الأرجنتين في أرضها و بين جمهورها خسرانه من البارغواي حتى الآن، يقولون الأرجنتين منتخب في لاعبين كبار حتى بدون ميسي راح يوصلون الثلاث نهائيات,msa,False
"""شغل جامد 👌👍#MannequinChallenge https://t.co/r0aO699OxP""",egypt,False
[ 'الفتاة التي تركت صديقها، ثم ترك الطفل في عداد المفقودين.']],levant,True
"""RT @Y_FA84: @JudiciousArab @aleqtisadiah أكاديمية مره وحده؟!فجأة صرنا احفاد غوتشي وفرساتشيالأهم انتاج المواد الخام ذات الجوده العاليه وب…""",egypt,False
3 تم الإتصال أكثر من مرة وستكون عندنا بالغد في لجنة حقوق الإنسان,msa,False
من الواضح ان الاحزاب السياسية في امريكا متفقه على ان تكون هيلاري كلنتون هي الرئيس القادم للولايات المتحدة... https://t.co/5xpNYy5K7A,msa,False
حتى هدف حياتي هو التسلل,nile,True
ههههههه.... والله وياك اللي يسمونا الدببة ما أكلنا ... وهذاك المعصقل أكل بطريقة مو طبيعيه...   القدر,msa,True
حاءطان وحاءط,msa,True
[' 'داهمل البعل`],nile,True
"""RT @Soora_T3leeg: #حزب_اللي_ماحملو_البوكيمون#بوكيمونسبب انتشار اللعبه https://t.co/vC7zACsbeK""",msa,True
لازم نفتح مدرسة لتدريس حساب الحياة، أنا مش عارفة انقولكم إزاي حسبوها مية تمانية وتسعين بارتي في المية يساوي عشرة!,egypt,True
مشاهدة فيلم رعب في السينما دايمًا بتكون تجربة سرية مع المشاهدين. لو حتى نبهت جنبك حد قبل ما تداري عينيك من الرعب المتوقع، اللي انك ستبعدهم بطلقات الرصاص وتقول ليهم 'فلاشة بتحت ريحها المباشرة من المذبحة اللي فاتت حصلت في العبور' 😳😂 #الشاشة_العاشرة,egypt,True
"""@Jerom007_ بوب ديلان افضل مغني كانتري""",msa,False
@username: يا عم البفهم وأيه بقى، مفكرني فول جاهز على سفرته ومتجه للشواذ والعصبية!,egypt,True
"""ما مداها لعبة #سوبر_ماريوتأثر على الناس 🤡 #النادي_العربي #نادي_الكويت #supermariorun @ Al Sedeeq https://t.co/21u3lkcD58""",gulf,False
"""غوغل تتحدى أبل وأمازون بأجهزة جديدة  https://t.co/GayUxtZs1V https://t.co/Hp2rQ8VhfI""",msa,False
ما هو أفضل فلم شاهدته على الأطلاق؟ - سلسة أفلام هاري بوتر   https://t.co/765mfaDtxJ,msa,False
_ #_ #اكتوبر #الاخوان_جماعة_ارهابية خرائر الاخوان,egypt,True
"""الخارجية الامريكية القوات الأجنبية في العراق يجب أن تكون بموافقة #بغداد#تركيا #العبادي #اردوغان https://t.co/llZKnpngVA""",egypt,False
['من المفترض أن يحتفظ العم (ترامب) بعصير'],nile,True
يقولوا أن السماء نجمة يسموها الشعب.. الشعب إللي بكابوها ال14 لسا بيسأل عليه دلوقتي!,egypt,True
هي بقى الشرف اللي قدرتم توصلوا له في حياتكم تبقوا تؤديوا عبادة مرتين في اليوم ولا ايه؟,egypt,True
أنا أستحيت على مكانك. انت هذا الغبي ولا إللي كلّمك؟,gulf,True
"""متي تتيقن جميع الفصائل السوريةان المجتمع الدولي الصليبي وبعض الدول العربيةضدهم وضد ثورتهم وان ينطلقوا من هذا المبدأ لتحرير ارضهم ونبذ الفرقة""",msa,False
"""@abuyemmen @alhanouf0690 ترى انت واحد بس من ضن اليمنين الشرفا اللي ما صاروا كلاب إيران ، إيران دمرت العراق سوريا والان انتم وتكذب عليكم""",gulf,True
سيذكر تاريخ مستشفى الامراض العقلية أن محكمة مصرية اصدرت حكم ببرأة الفلول فاحتج الثوار ونزلوا ضربوا بعض فى ميدان التحرير !!,egypt,True
"""اليومكأس العالم للأنديهنصف النهائيريال مدريد ضد كلوب امريكا12:30 ظهراHD1بصوت حفيظ دراجي""",msa,False
"#البرادعى قال مصالحه يبقى خاين, #السيسى قالها يبقى #لا_للمصالحة بس هو بطل مغوار #تويت_كانك_معرص",egypt,True
"[""هيموت وهو يلعب كل شيء العزوبية.""]",nile,True
من الـ   والقهر أن الحكام #العرب قبل الحكم كانوا لا شيء فقر مدقع وبيئة وضيعة وبعده من أثرياء العالم ..والشعب بين أمّرين الفقر والغربة,msa,False
الامتحان,msa,True
أحد ضحايا عنف الإخوان المسلمين المؤيد للفريق السيسي #السادة_المحترمون,msa,False
"""بوتين: روسيا سترد على توسيع حلف شمال الأطلسيhttps://t.co/331V3eXtJk#بوتين #الناتو#روسيا https://t.co/4MLIErLOMN""",msa,False
إنه يخاف من العفريت إنه يقوم بخدعة,nile,True
"""RT @WorldArt_: الفنانة ""ميريديث"" تُزين جدران بيتها بكتابة أول صفحة من رواية هاري بوتر. https://t.co/5DjzVbfdni""",msa,False
"[""انتبهوا إلى ما نفكر فيه... تغيير اسم المجموعة... صوت النساء إلى الصوت... لأن الكلمة أكثر من اللازم.""]]",msa,True
"""RT @AmarX20: هيلاري كلنتون اذا فازت هي أول آمرأه تحكم امريكا بعد44 رئيس أمريكي منذ أول انتخابات للولايات المتحدة الامريكيه عام 1788ميلادي ب…""",msa,False
لقد قالوا أن ابنة (كينت) وحش يجب أن تحاول أن تكون غشاشاً,nile,True
"""أبل: «جنوب عبدالله المبارك» تسلمته «السكنية» في 31 يوليو الماضي https://t.co/YMvNXDGij7 https://t.co/jqjOzwRg84""",msa,False
المشكلة هي في أنصار الجدل العقيم، المشكلة هي في أحزاب وتيارات تريد دستورا رجعيا بنتقص من الحقوق والحريات باسم خطر متوهم هو مخالفة الشريعة,msa,False
"""باراك أوباما يلتقي ليوناردو دي كابريو الشهر القادمhttps://t.co/ZHcLOghAiq#Obama#white_house#LeonardoDiCaprio https://t.co/iW68pjjOth""",msa,False
"""RT @ahmedaitnews: تطبيق GIPHY CAM لإنشاء الصور المتحركة وتطبيق التأثيرات المختلفة عليها بكل سهولة#نصائح_تقنيةhttps://t.co/I8Fuywyuux""",msa,False
"""ماذا كشف #تيم_حسن عن ""الهيبة"" وثنائيته مع #نادين_نسيب_نجيم؟https://t.co/b67Ism8mz5@TaimHasanActor @nadinenjeim https://t.co/ormeYpkJ2S""",msa,False
أبويا ماشي يتسوق وراح مبسط، لقى حاجة عجباه قال للبايع: لو شفتنا الدنيا عمت أبويا كان دهرك ضيعتو!,egypt,True
"""حلمت اني اخت جستن بيبر والبنات يجتمعون عليه واصوره بسنابي😭😭😂""",egypt,False
أؤيد قرار د مرسي فيما يخص : 1- إبعاد النائب العام 2- محاكمة وإعادة محاكمة كل من لوثت يداه بدماء أو أموال المصريين,msa,False
"""أخيراً! بعد جولات عديدة في Toad Rally طلعت لويجي! #SuperMarioRun https://t.co/Cz7G5NOrdo""",egypt,False
"""صهاينة العرب مقهورينمن الإحتفال بمناسبة المولد النبوي الشريف على صاحبه أفضل الصلاة والسلام نقول لهم موتو بغيضكم الش… https://t.co/lKxxjQA4VI""",msa,True
"""RT @saud264: انفوجرافيك من قوقل: أكثر عمليات البحث شعبية خلال رمضان في السعودية.المسلسلات: سيلفييوتيوب:سوار شعيبالأكل:الشوربة https://t.…""",msa,False
"""@ksadonjuan @FerasKhourshid.  لا حشا الله منكم انتم صهاينه انتم العن ماخلق الله وقسم بالله الايام القادمه ايام سود على السعوديه منبع الارهاب""",msa,False
تعابير وجهه😭😭 https://t.co/I425u8zXzA,msa,False
"""(أومن ينشأ في الحلية وهو في الخصام غير مبين) [الزخرف:18] #ريال_مدريد""",msa,False
"""#اليمنية| قيادي عسكري بـ #تعز: #الحوثيون يواصلون القصف المدفعي على الأحياء السكنيةhttps://t.co/vQltBMfZid#التحالف_العربي_سند_اليمن""",msa,False
"""رئيس قطاع التسويق لشركة قها: طورنا فى العبوات والتغليف وبنصدر لفرنسا وأمريكا#كل_يوم | #ON_E | #عمرو_اديبhttps://t.co/mt4REvYzpc""",egypt,False
النهاردة حبيت سادي فريد بدوس فيه.. الخناقة مستاهلة قوي.,egypt,True
"""عشاق ريال مدريد باجر إن شاء الله كأس العالم للأندية ريال مدريد × كلوب أمريكا 1:30 ظهرا السعودية 2:30 ظهرا الإمارات Bein Sport HD 1""",msa,False
"جـربــوا كـــده ,, تغيروا كل القضاة و المحاميين الذين يتولون قضايا الخرفان ,, عليا النعمة , هاتشوفوا العجب .. #رأي_شخصي >> 99% من وزارة العدل خــرفان ,, والباقي بيشاور عقله",egypt,True
"""RT @hanisunitan: حقيقة لم يعجبني  #مصر_تصوت_لصالح_المشروع_الروسي ولكن أين مدعين الغيرة والشرف والعروبة والدين من موقف #مرسي بالامس و #بوتين…""",msa,False
"والأمل موجود... بوعيكم""أخوكم:- #حمد_الأنصاري#الدائره_الثالثه #امه_2020دعم وتاييد ✅دعم وتاييد ✅دعم وتاييد ✅ https://t.co/8pUurViyCn",msa,False
واحد كان بيروح في جدولة عجلة الحياة علشان يقدر يعزم صحابه على حاجة جامدة. بس للأسف طلعت مرحلة الضيقة بتطلع في نجله.,egypt,True
"""كوبـر : نضـع اعيننا علي أحمـد الشيـخ وسيكــون له دور مهـم في بطولـة الامــم الافريقيــة بالجابــون☺تستاهل يا شيخ☺❤#F_E_G""",egypt,False
عاوز تطلع رأي المصريين في السياسة؟! انتهي رأسك على فيلم كوميدي وهتلاقي الجواب!,egypt,True
كنا نأمل أن حظنا سيكسر... أن الزجاج سيتغير... لأن كأس أبو شاهين...,msa,True
"""احد قد جرب يشتري قهوه من اي هيرب ولا امازون يتفضل يساعدني 😓""",egypt,False
"""RT @MagdyMa35145454: طنط منى بتاع المنوفيهنووووو اوباما سيسى يسمعلش من المنوفيه ههههههههههه https://t.co/855VVTA0DD""",egypt,True
"اللي متصور إن حل مشكلة الصحافة الحكومية بإنك تجيب حتى ملايكة رؤساء تحرير يبقى غلطانوالدليل كتاب صباح حمامو: يوميات ""صوحفية"" في الأهرام",egypt,False
"""أنت لاتحب السعودية ولاشي وعارف إن الوهابية منبع الأرهاب .لكن جاءت تلاقي مصالح معها السعودية تحارب علي صالح والحوثي… https://t.co/4b1N1n3FCa""",gulf,True
المنتخب السعودي يشارك بالصف الثاني ويكمل الدوري خلال بطوله الخليج !  بدوره الخليج و بالمنتخبات الخليجيه !!!,msa,False
السيسي أعطانا حل البازيلاء المصرية في نص ساعة! مبتتصدقوش؟ الجيش بقى بيصنع الأطعمة,egypt,True
"""@TheGhostYonce انا قيونسيه مو بيونسيه""",gulf,False
كتب احد السوريين الجيش امتص دمنا اربعين عاما ثم قتلنا نحن فى مصر عانينا نفس المأساة ولكن لستين عاما,msa,False
أعتقد أنني أعمل مع مجرمي (بارت تايم) وأنا متأكد أن أبي سيضمن مستقبلي,msa,True
مفاجأة الموسم، قالبتوليت تطبيق جديد كله خرابيط ومشاكل، والأجمل ان فيه زر تميت جهازك عل طول! مش عارف أول مرة أشوف شركة تقدم خدمة انتحار للعملاء!,egypt,True
ماشي بس في حفلة عيد ميلاد صاحبي، اللي كأنه حفلة ديناصورات النهاردة.,egypt,True
"""وأمير جبهة النصرة هو الجولاني الذي بايع الظواهري الذي يُعتبر أكبر عميل للمخابرات الروسيه جندته منذ أن كان طالباً بكلية الطب بالقاهرة .""",msa,True
تستضتطتزسسشسخستن,egypt,False
كل شي يهون الا صُداع العين,msa,False
الحياة بدون شوكولاتة.. فكرة ساذجة! لكن هل تعرف ما هو الأكثر سذاجة؟ شوكولاتة منتهية الصلاحية!,egypt,True
 .. لو كان عالم الأحياء الشهير داروين حياً اليوم لاتخذ من غاريث بيل دليلاً آخر على صدق نظرية #التطور..,msa,False
"""RT @BassamJaara: حلب لن تسقط واهلها لن يغادروها والحصار سيتم فكه رغم انف اوباما وبوتين""",msa,False
مدرسة الطبري بشيراتون,egypt,False
الناس اللي بترفع شير على شير، أقولك اتطمن انت ألف متششير بكنششير في حد ويكون شيرك محلش هدفه.,egypt,True
"""كل معرضينك باعوك يا سيسي https://t.co/UKOYjB0hpc""",egypt,True
