tweet,dialect,sentiment,sarcasm
 الطلبات اتتني لترجمه مناظره هيلاري كلنتون وترامب اللي كانت اليوم وصعب ترجمتها كامله تءيد ترجمه المقاطع منه… '',msa,POS,False
دقيقه بنتنرفز علا ان زمان كنا بنركب مواصلات نلف مكتبات يمكن احيانا بنفض التراب علا الكتب كمان,egypt,NEG,True
 عاصفه العزم غيرت تخطيط امريكا للاطاحه بالدول الصغيره لذا هدفها اسقاط المملكه العربيه السعوديه مصدر الارهاب ,egypt,NEG,True
== تزامن == @ _,egypt,NEG,True
أمشي مع الناس العاطفيين بس كل ما تبقى النمس ألعبها من بوقنتها,egypt,NEG,True
 الاسلام ونبينا محمد براء اعمال اقرب ماتكون للاديان الوثنيه تمت لدين الله بصله ,msa,NEU,False
 تتوقع ان يكون طيش المجتمع الدولي او الامم المتحده ادوات لمن اقترحه وبعد ساعات السلاح؟ ,msa,NEG,True
 والله عليش مايمدي ايفون حبيبي '',gulf,POS,False
 الرءيس ميشال عون  يقوم جيشنا الداخل يستطيع ايضا ان يقوم علا الحدود فعندما تهدد الاخطار الوطن يبقا ,gulf,NEU,False
اغرب مسدج شوفتها عندي,magreb,NEG,True
« ان مصر » اي مصر « لحوالي مليون نسمه ومليون امه » اهل مكه « شخصيته » اي اهلها « ومليون منهم يريد العالم » اي اهله « ان يسير الميزان » الدنيا « والشريعه تصدق » تصرف « ساخرا » حال  اي ساخرا « » تسلم « الزكاه » الزكاه « » « الزكاه » الزكاه « » « الزكاه » الزكاه « والله تعملون بصير » فيجازيكم ,egypt,NEG,True
 ايفون يعاني عيوب مزعجه وصادمه للمستخدمين !,msa,NEU,False
 وشعبها يسكنون قلوبنا المدعو  سيسي '' يحتاج لدرس عربي لمعاني الوفاء وحفظ المعروف الدرس الاول !,gulf,NEU,False
لدى الجميع تجربة مفاجئة في حياتهم. لكن بالنسبة لي، يبدو أن الحياة بأكملها تحوي مفاجآت غير مرغوب فيها!,egypt,NEG,True
 ويلهم بوتن '',msa,NEG,True
 رح تولع السهره البوب ستار رامي عياش '',msa,NEU,False
 « التغير المناخي والبيءه » تنفذ مشاريع للتخلص النفايات ام القيوين,egypt,NEU,False
ينهي اوباما بشار الاسد فتره رءاسته؟,egypt,NEG,True
ميسي اختفا العام الماضي امام تشلسي والريال  وهذا الموسم يختفي امام الملكي جديد والميلان  اذا ميسي افضل لاعب بجداره القدر,gulf,NEU,True
الحكومة بتستخدم ذكاء اصطناعي.. اتمنى يبقى عندهم ذكاء حقيقي برضه!,egypt,NEG,True
 طبت طيب اوردوغان والله ينفع الاوغاد الايرانيين او الروس او السوريين الا التهديدبالقصف الجوي والارضي ان اعتدوا علا النازحين السوريين  '',msa,POS,False
رجل امن بنف بمعدل دقيقتين او دقاءق فتح النوافذ نتيجه السقوط واشتكانا مرارا وتكرارا مرارا وتكرارا الا الشعب كانوا فاسدين ,egypt,NEG,True
دكتور حازم الببلاوا طلع اخوان-ه اعتبار الاخوان جماعه ارهابيه قرارا,msa,NEU,False
تصدق اني ناسي إيش همها الأكبر بنت البنت اللي تحط ثلجة الجو بالسقف يطلع قهوتها إي مونسون حتى لو فيه طوفان جاي!,gulf,NEG,True
 لماذا تمول الميليشيات الوطن العربي؟,msa,NEG,False
@exampleuser: الذكاء الاصطناعي الشاطر يعرف يحلل البيانات ولكن وين فاهم السخرية! نفسي أشوفه يفهم نكتة بس!,gulf,NEG,True
 ونعم بالله العلي العظيم تزعلش عموره لاحسن يطق عرق الزمالك مصر قضاء…,msa,NEU,False
تاريخ سيقول ان الرءيس قاد دعم دعم,egypt,NEG,True
 اهلنا  ابشروا يسركم فان ابناءكم واخوانكم المجاهدين يثخنون بعصابه قتلا حتا استءصالهم '' باذن… '',msa,NEU,False
سيارتي وايد متأخرة، الحمدلله جابت دم ثاني!,gulf,NEG,True
تتوقعون باي دقيقه الهدف الا بعده عمر يكون الهداف التاريخي ؟,msa,NEG,False
صديق دعا لقبه ابوهالال وقلت له  مرحبا بوت  'حصل مجنون واغلق الساعه ,gulf,NEU,True
بيبي وقفته مءدبه,egypt,NEU,False
يلاحظ حتا الان ان مطالب الثوره تتحقق اما انه يتابع يحدث واما ان راءحه السلطه افقدته الرءيه وصفقاته اخرسته قول الحق,msa,NEU,False
 الحب كلو,egypt,NEU,False
مرة لقيت في البقالة جنيه مكتوب على الارض... افتكرت إن الشغلة دي حل خفيف لدعم الاقتصاد وأما، مصرية حتى في دعم البلد!,egypt,NEG,True
برنامج امريكا بالعربي - الحلقه كامله,msa,POS,False
 رءيس شركه ابل  الواقع المعزز سيصبح اهم الطعام,egypt,NEU,False
نذكر الاخ  لاعب مدريد بمصير العقيد القذافي ,egypt,NEG,True
شنو صاير,egypt,NEU,False
 الناس طلعا تياس تقول العصيان فشل  الاهم خوف الحكومه مننا ضغط المجتمع الدولي الاعلام '',gulf,NEU,False
وينقل طفل السجين احمد محاميه الوحيد ,egypt,NEG,True
 حدثت عهد ابن همام عام ٢٠١١وبحث بسيط عبر غوغل ستجد الكثير والكثير !,msa,NEG,True
مقتل سعيد فضه اكبر مورد بلطجيه فا وعميل امن الدوله ,msa,NEG,False
 اسطيفو  عجز بشان يعكس حاله الشلل تخدم الامن العالمي,msa,NEG,False
 الخطوط الايطاليه اتاخر كده بتنزل فندق علي حساب الشركه وبيوصلك ذهاب وعوده للمطار تاك…,gulf,NEG,True
دورة السواقة اللي رحت عليها كانت مجرمة، العجوز اللي عملتلها الطابور بعد المستريح بأيديها، طبعًا كل شوية تشتغل زورق وتتغرق في دلوقتيات الموية!,egypt,NEG,True
 اسوا الدواءر الانتخابيه الداءره الرابعه نظام فزعات وشيل,msa,NEG,False
الداشر بعلم الناس الحرام  شرفوا روحوا حرروا القدس وتركوا عوكر والرابيه وبعبدا ومعراب وجونيه والضاحيه لاهلن  ملاحظه   تنسوا انو الحلوه وكل المخيمات النا كمان '' ,msa,NEG,False
تعابير وجهه,gulf,NEG,True
 لدا دونالد ترامب تاريخ الطاءرات الخاصه وحاليا طاءرته الخاصه بوينغ,msa,POS,False
 اسراءيل  تصادر '' المياه سكان الضفه الغربيه,msa,NEU,False
 لكل طبل وصفق رقص تحالف حرب فجر غرب ليبيا مدن قباءل ممكن يسمعولنا صوتهم اليوم اضاع التا وصلنا اليها ,msa,NEU,False
مسلمونا اغلا متحدث الرءيس الكاذب الاكثر شهره المنافقون المضللون والمحرضون علا التحول الاكثر فسادا وقد وضعت معارضه الجيش سله القمامه فم قمامته ,msa,NEG,True
 تذكير  تعلن قاءمه الوسط الديمقراطي اقامه رحله لطالبات كليه الحقوق يوم الخميس // الا…,msa,NEU,False
 الخارجيه الامريكيه  الوزير ارحب باعلان كافه الاطراف التزامها بتجديد ,egypt,POS,False
مشكله انصار الجدل العقيم المشكله احزاب وتيارات تريد دستورا رجعيا بنتقص الحقوق والحريات باسم خطر متوهم مخالفه الشريعه,egypt,NEG,True
انا اما وجه فايزه ابو النغا اعتقد ان زكريا جاء السيد الشاعري قاءلا   يا تزال فيزي امها ,egypt,NEG,True
الحته بتاعه تستبيح خداعي دي دايما باشوف صوره واحده بشراب شبيكه وسيجاره بمبسم وميك اب تقيل وغمازه عيره وانت فاهم بقا,msa,NEU,False
 انتصار ينكر  تنسا حتا دعم الناتو لولاهم ,egypt,NEU,False
أنا ما زلت عندي مأكل,gulf,NEG,True
« ينسا » ينسا « الملا » الملك « لولي » الملك « العزيز » ملكه « كتب الله » القران « الا اضل » اضل « الفاسقين » ,egypt,NEU,True
برنامج الاخبار الطعام الملوث  لحوم الحمير  والتوقيف القسري  قتل محاكمه  وحرب الاسلام  وتحالف مجرمين ظهروا ,egypt,NEG,True
« ان ثمود والاخرين » اي اهل مكه « بعدكم » اي بعدكم « كنتم تكذبون » ادغام التاء الثانيه الاصل الذال ,msa,NEG,True
 المتحده تعجز اخراج بوتن سورياولاتعجز دخول وطني العراق وسرقه نفطه '',msa,NEU,False
 الله يعينكم علا حكومتكم طلعتو مرسي طلع سيسي '',msa,NEU,False
موضوع الرياضيات... لن تستفيد منه إلا في حال كنت ترغب في أن ينكسر ذهنك! #سخرية #رياضيات,egypt,NEG,True
 الزعيم علي عبدالله صالح يراس اجتماعا استثناءيا للجنه العامه للمءتمر واحزاب التحالف - ,msa,POS,False
 نفذوله مطالبه اذلهم والب العالم عليهم وفقد ثقت المجتمع الدولي لانه يستقر شان اي مجتمع ولادوله بتقييم المجتمع الدولي بانك '',msa,NEU,False
انت تمزح  انت تنزل صورا صبور ويقول  يا انت '   ,egypt,NEG,True
 الامارات داخله باسمين ازيكم ؟ !,msa,NEU,False
 زياره رجب طيب اردوغان الا ايران ودعم اقتصادهم مليار,msa,NEU,False
 فيديو | مذيع يفسد قصه شعر دونالد ترامب باحد البرامج التليفزيونيه علا الهواء  تعرف علا السبب,egypt,NEU,False
 صارلي اسابيع انطر هالتنبيه,msa,NEG,True
 تطبيق لاضافه اساليب فنيه علا الكاميرا لاجهزه ايفون,msa,NEU,False
انتم رفاق تكنو تريدون ان تتخلصوا اغراضه وتنظفوا باب التغيير,egypt,NEG,True
يعد للخساسه البشريه حدود ,msa,NEU,False
 انا امتحان ندير المشكله مفش يصورني '',msa,NEG,False
 محافظه صنعاءمديريه همدانتواصل الفعاليات والامسيات بمناسبه ذكرا الشريفاقيمت اليوم فعاليه ,msa,NEG,False
 مكبر صوت للموبايل علب كانز فارغه,gulf,NEG,False
 ايران  الاصلاحيون والمحافظون يتعايرون « غرين كارد »,levant,NEG,False
 تطالب “ “ بحذف تطبيق لاجباره علا دفع الضراءب,msa,NEU,False
عنده ابناء عنده جماعه الوحيد اللي غلبان البلد دي عدلي منصور تحسه انه مقطوع شجره !,msa,NEU,False
نفسي مرشح يكون مرشح واقدر انتخبه انا وغيري الطواءف الثمانيه عشر,msa,NEU,False
اساليبك تقول انك صهر صهر صالح يديره رمضان سيسي يضعه اسفل ويغلقه ,msa,NEG,True
اسواني للرءيس  تظن ان الكذب يضركبالعكسالكذب اذا تكرر بكثافه سيءدا الا تشويش اذهان الناس حتا المقال كاملا > >,msa,NEG,True
ان افغانستان تدين بشده معامله ايران للترجمه الخاصه للمهاجر,egypt,NEG,True
دمرت الغارات الجويه معظم المباني المجاوره وهذه الحاله معظم المدينه المحاصره ,egypt,NEG,True
عبرعاما عملا الاعلاما هاجمت الاعلام القذر وتعرضت لحرب شرسه الكل تاكد قلته عا,msa,NEU,False
لقد عملت بهذه الطريقه ومازلت عميلا,msa,NEG,True
 ارتياح الاتحاد الاوروبي هزيمه اليمين المتطرف النمسا,msa,NEU,False
مشكله ان الميديا اهل الفن مصر يستعينوا بالخرفان اعمالهم وبرامجهم   سايباهم مش عارف ليه ماشيه مبدا > وانا عامله نفسي نايمه وانا عامله نفسي نايمه,egypt,NEG,True
النهاردة شوفت حد نايم لـ3 دقايق وعينه بتقطر، لو صحى بسرعة يتجوزه الجن لو زعل منه!,egypt,NEG,True
تم حل الحزمه كانت طلبت اصلا,egypt,POS,True
وصل الافلاس بالاخوان الا حد فبركه تصريحات علا لسان المفكر الامريكي ناعوم تشومسكي تبرر تخبط قرارات رءيسهم لكنهم اتفضحوا فضيحه المتطاهر,msa,NEU,False
هاري بوتر ؟ هاري بوتر ,gulf,NEU,False
“ الصدق يكون غباء الاحيان  الصدق الذات يكون شعور بالغباء احيانا لكنه غباء نبيل  فليحيا النبل والغباء,egypt,POS,False
 الملوك والامراء مايعضوش بعضهم ولايقللوا قيمه انفسهم سافر بوس راسه والامور حاتتصلح انت مش قلت ممكن ابيع نفسي ترمب عمره مايزعتهم بوتن ندل '',msa,NEU,False
صوره الماضي الجميل لشيخ علي الطنطاوي رحمه الله شهر رمضان الافطا,msa,NEG,False
سنه مقبول حاج,egypt,NEG,True
 السيد اوباما والدعله لزقت عنزروت السيده ميشيل,msa,NEU,False
الحكومة بتقدم خدمات زيرو، مع إشغالها الصينية في الهضبة، مبقاش الواحد يعرف يطلع البقرة ولا يرجعها!,egypt,NEG,True
يعلن خطوبته كفنان سوري !,levant,NEU,True
 بدا الارهاب عامعندما اخترع النظام العسكري المصري المجموعات التكفيريه لترهيب الشعب فانبثقت القاعده واخواتها,msa,NEU,False
 يجلس فنجان قهوه علا قارعه الطريق,msa,NEU,False
 بوغدانوف يبحث السفير السعودي الازمه السوريه,msa,NEG,False
مش متخيل ان حد ممكن يدعي ابوه او امه كانوا خنقيين او عصبيين لسف ياود الجزمه,msa,NEG,False
 يحذر موقع الليله وفجر الاحد تشكل الضباب الكثيف احيانا المناطق التاليه  - طريق المطار ,msa,NEU,False
 السعوديه ابلغت شفهيا بالتوقف امدادها بالمواد البتروليه,msa,NEU,False
ميسي عنده منتخب قوي وعناصر خرافيه يخذلهم …  -,msa,NEU,False
 يءكد اشتباك قواته المتظاهرين شرق غزه اليوم '',gulf,NEU,False
 طيب كلام جد  ليه جوجل بقا احسن ياهو يعني ؟؟ '',msa,NEU,False
قاتل ماجور سابق يعود القتل للانتقام قتل صديقه,magreb,NEG,True
 لمن تجهز ٤٠٠ الف مفرقعه تستعد لتجهيزالنازحين السوريين ب٤٠٠ الف بطانيه بعدلحد يسولف بالعروبه,egypt,NEU,False
 اجمل وصف للفوز بسمعته '',levant,NEG,True
 النور القلب,levant,NEG,False
 لعنه الله وعلا طاغيه مصر وعلا الحكومه وعلا يءيدكم اعلام قذر ومطبلين وبلطجيه وسفله البشر ,msa,POS,False
اللهم اغفر ذنبي واجلي همي وبدد وحشتي وانر قلبي بذكرك وطاعتك واجعل الخير مفاتح دربي والصدق نور طريقي,egypt,NEU,True
 صعود مخاطر هاءله علا العالم,msa,NEU,False
أصل الفشخرة مش عيب! دي درجة في الحياة اللي بتتوصل ليها بعد الوقوف على هُزان وعدَستين!,egypt,NEG,True
 بدوره المجتمع الدولي جلسه الان قال مسءول الامم المتحده للاغاثه ان المجتمع الدولي قادر علا انهاء ماساه حلب '',msa,POS,False
رفض الرءيس الفرنسي استقبال ,msa,NEG,True
انظر سيسي انت تبيع البلاد وانا اريد الحصول علا كلمه اي شيء منك ,egypt,NEG,True
احد ضحايا عنف الاخوان المسلمين المءيد للفريق السيسي,msa,NEU,False
 اغنيه بيونسيه ترفع الادرينالين بشكل طبيعي  '',msa,NEU,False
 ستحل الجمعه القادمه الملكه ضيفه عمرو اديب برنامج يوم جمعه لاول حلقاته وحتكون فله وشمعه ومنوره,msa,POS,False
 صفحه الهند شي يختص بالمنتجات والماركات الهنديهملابس حقاءب اكسسوارات اعشاب مستلزمات مطبخ ومنزل,msa,NEU,False
منظر النهارده واقفين الخط بيشجعوا كاءن الماتش بيتلعب بمركز شباب اه والنعمه تامين يحزنون,msa,NEG,False
مندوب فلسطين الداءم لدا الامم المتحده السفير رياض منصور  بعثه فلسطين بصدد تحضير مذكرات لمجلس الامن والامين العام للامم المتحده,msa,NEU,False
 يجد الاعلام الغربي والاعلام العربي المقلد سوا خبر القرد الليبي فهل يريدون نشر صوره سيءه عنه مثيله الافغاني,msa,NEU,False
« انك » محمد « لموسا » الله تعالا « ووحي » القران « مبين » ظاهر ,msa,NEG,True
أنا أستحيت على مكانك. انت هذا الغبي ولا إللي كلّمك؟,gulf,NEG,True
 بروسيا دورتموند عثمان ديمبلي يعرب رغبته اللعب برشلونه,msa,NEU,False
« خربت » خربت « متاعها » متاعها « وهي حيه » حال  اي مبتدا خبره « وهي علا شمع » جمع شمع اي عمر ,gulf,NEG,True
 عاجل  مصر تصوت لصالح المشروع الروسي بشان سوريه الا جانب الصين وروسيا,msa,NEU,False
اعلان غوغل دليلك لحرب المناطق والشوارع والاحياء,levant,NEG,False
 الان  كلمه للرءيس الامريكي باراك امام حشد مءيدي هيلاري مرشحه الحزب الديمقراطي انتخابات الرءاسه الا… '',msa,NEU,False
 اشهر اكتشاف سبب سقوط طاءره  مصر للطيران '' البحر المتوسط,msa,NEU,False
اخوانه يكفرون خطايا الحزب القومي ,msa,NEG,True
جمله اعتراضيه الانتخابات عادله ؟ !,msa,NEG,False
 خدمات مصر مكتبه الاسكندريه تعقد جلسه شعر “ بوب ديلان ”,msa,NEU,False
اطلقتم لحاكم حففتم شواربكم اسميتم كتاءبكم باسماء الصحابه تكنيتم باسماءهم جعلتم بيعتكم لعدوكم ,msa,NEG,False
@exampleuser: الواحد يستيقظ صباحاً ويشوف اللي تMan هم موجودين.. متى نحس بأهميتنا نحن العبايات الموجودة في كل خزانة 😒🙄,gulf,NEG,True
تحويل نبيه الجحش للجنح  مش الجنح دي للحاجات الخفيفه  شتيمه  زق وقعه عالارض  لطش بالقلم   مش كده ؟؟ اللي عمله نبيه الجحش اكبر كده بكتير  يرقي لجراءم القتل العمد قضاه مصر  زال شاخخ,msa,NEU,False
&  &  حذف & ,egypt,NEG,True
مش قادر أتحمل مستوى الغباء اللي في بعض الناس، مش عارفين يدققوا ولا إيه؟,egypt,NEG,True
جنيد مازا,gulf,NEG,True
اعتقد ان سبب اعتقال فراس بقنه -فك الله اسره- لانه يلتزم بالاخلاق السعوديه,msa,NEG,False
 يارب قر عيني بكل دعوه فاض قلبي ,msa,NEU,False
« فرضت » فازت « علا زوجها » زوجها « فتولت » فازت « برءاسته » بكسر الهمزه وضمها « الولايات المتحده » بكسر الهمزه وفتحها وكسرها وكسرها وكسرها وكسرها وكسرها وكسرها وكسرها وكسرها وكسرها وكسرها وكسرها وكسرها وكسرها وكسرها وكسرها وكسرها وكسرها وكسرها وكسرها وكسرها وكسرها وكسرها وفتحها وكسرها وفتحها وفتحها وكسرها وكسرها وكسرها وكسرها وكسرها وفتحها وكسرها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وكسرها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وكسرها وكسرها وكسرها وكسرها وكسرها وكسرها وفتحها وكسرها وكسرها وكسرها وكسرها وكسرها وكسرها وكسرها وكسرها وكسرها وكسرها وكسرها وكسرها وفتحها وكسرها وكسرها وكسرها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها وفتحها « ووا « « » « « » ومنه « » ومنه « » ومنه « » ومنه « « » ومنه » ومنه « « » ومنه « « » ومنه » ومنه « قال قال قال قال قال قال قال قال قال قال قال قال قال قال قال قال قال قال قال قال قال قال قال قال قال قال قال « « « قال قال قال قال قال قال « « قال قال قال قال قال قال قال قال قال قال قال قال قال « » قال « « » قال قال قال قال قال قال قال قال قال قال قال قال قال قال قال قال قال قال قال قال « قال  « قال « قال قال قال قال قال « قال « قال قال قال قال قال قال قال قال « قال قال قال قال قال قال قال قال قال قال قال قال قال « قال قال قال قال قال قال قال قال قال قال قال,msa,NEG,True
- بوغا بادان فرش,egypt,NEG,True
الاخير تراه لاعب لاراح جاءحسستوني انه ميسي رنالدوماطيره للسماء الا انتم ماشفتو خير اول مره تجيبون مهاجم يسجل,egypt,NEG,True
'عاصفه العزيمه تتبادل خطط امريكا للاطاحه بالبلدان الصغيره لذا فان هدفها اسقاط المملكه العربيه السعوديه مصدر الارهاب  ضرب راس الارهاب يموت الجسد  ,msa,POS,True
؟ ؟ ؟ ؟ ؟ ؟ ؟ ؟ ؟ ؟ ؟ ؟ ؟ ؟ ؟ ؟ ؟ ؟ ؟ ؟ ؟,egypt,POS,True
انهيار النظام الطبي شرقا نتيجه القصف العنيف تحذير النظام,levant,POS,True
اقول جيد او الوقت سيكون؟,msa,NEG,True
 لماذا غاب بوب ديلان الفاءز بجاءزه نوبل للاداب حفل تسليم الجواءز؟ الاجابه المقال,egypt,NEG,False
 انت اسوا حاجه حصلت فا ,msa,NEU,True
 مني ناسيه حتا روسيا عندها مصالحها اولا واخيراقبل مصالح ايه بلد تاني '',msa,NEG,True
 يوم - الاثنين  الجزء الثاني | |,msa,NEU,False
نحسن التايم شوي,msa,NEG,False
وصلنا لمرحله انتها الكلام ومات حماس المحاولات صرنا واقفين ننتظر الوضع يتعدل حاله او نتركه ماهو ,egypt,POS,False
« ايها امنوا اءتوا بكتاب وقلم لابني او رغيف خدش » ,msa,NEG,True
إحساس رايق لما تزني لبنت بشغلها البايخة وتقول ليك بالكلمة الجزئية: 'يا ست الكلمة كلها باستفهام' من ساعتها بيرضص اللي جواك.,egypt,NEG,True
 كلام سليم '',egypt,NEG,True
« » بالفوقانيه والتحتانيه « » زاءده « الا العزيز » ملكه « الحكيم » صنعه « الحكيم » صنعه « الحكيم » صنعه « الحكيم » صنعه « الحكيم » صنعه ,egypt,NEG,True
شيخ حسان يءكد ان مرسي يمتلك شرعيه قرانيه وشرعيه نبويه الا متا التجاره بالدين بالمناسبه اين اموال التبرعات التا جمعها الشيخ حس,msa,NEG,False
 الوداع ابتسامات مبلله بالدمع حينا وبالتذكار احيانا ,msa,NEU,False
شاتوا ثلاثيه  سجلوا وحده  انا وي ربعي نشوت هالقد سجلنا الاقل,egypt,NEG,False
 لقد قضي الامر داعشفقد جاءكم اصحاب البدلات السودجحافل ابطال قوات مكافحه الارهاب تنطلق الا مدينه اقتراب ساعه… '',msa,NEU,False
  قال وزير الخارجيه البحريني الشيخ خالد بن احمد ال وزير خارجيه دوله البحرين ودول الخليج والجده امام ايران ودبي ورويترز ,msa,NEG,True
