tweet,dialect,sarcasm
"""#أخبار_دلوقتي | نادية عمارة: تأخير الاغتسال من الجنابة جائز بشرط .. فيديوhttps://t.co/uOrbjWwxxT#عمرو_اديب https://t.co/dLVyYt6Ct8""",msa,0
"""@30y_gentle @mtd441 جستن بيبر خف علينا""",egypt,0
اجمل خبر اقاله حسام البدري من تدريب المنتخب المصري,nile,0
"""معالي #الرئيس_المضطر لقد وصلنا قاع #الهاوية #نزيف_الدم #ليبيا""",msa,0
تبي تتميلح عشان البنات رح لأي شي بداية اسمه قافلة.. قافلة مصورين ، متطوعين ، تطعيمات ..الخ  ,msa,0
"""99% من منتقدين هاري بوتر ما شافوه وال %1 مجرد حشرات لا يستطيع اي شي تطهيرها""",gulf,1
  بروكسل — تمديد العقوبات الأوروبية على  روسيا حتى يوليو المقبل ,msa,0
بموت ضحك بنت أختي عمرها سنة وفاتحة لايف بالإنستا 😭😭😭😭 https://t.co/fAgvYlXGz3,msa,0
"""RT @M__albugaily: هاجموا الحبيبة مصر بضراوة لأنها أيدت المشروع الروسي لمكافحة الإرهاب في سوريا وصفقوا لقردوغان الذي إعتذر لبوتين وأعلن تأيي…""",egypt,0
"""@nawalatteya @Noor_al3omor من شخصيات بوكيمون زتّتْ (مو جو)""",msa,0
أصدق مافي تاريخ حسنين  هيكل هو عملة من أجل قطر وعلاقته بأمير  قطر,msa,0
طالعه مع الكرش😘  https://t.co/mroAjIPvJH,msa,0
البطل الشرقاوى أحمد الشحات يجدد ذكرى سليمان خاطر وسعد ادريس حلاوة وأيمن حسن تحية لأرواح شهدائنا ونضال المقاومين المستمر ضد العدو الصهيونى,msa,0
بس ممكن #العرص يموت وساعتها #حمدين_صباحي ينجح بالتزكية ساعتها حيكون له تلات معارضين #الاخوان و #الفلول و #مؤيدين_السيسى_بيعملوا_فولو_لبعض,egypt,1
 🌸↶مـآذآ إعـْطَتک  فلسطين  لِتحبهآ إلى هذآ آلحد 🙊 ؟💚 💚-بكفي آنهآ آعطتني آلشرف ليكون آسمي  فلسطيني❤✋👑👑يمآ محلااهااآ هَآلنعمهه'ھ 😍🌸↶ ,msa,0
ينظرون لاجساد العراه فى الشوارع على انهم زناه ومجرمين ولم يعرفوا ان الجوع وراء ذلك يحاسبون الاجساد ويتركون الجوع يبحث عن ضحيه اخرى  ,msa,1
ياداخل بين البصله وقشرتها حط قطرة علشان هادمع من ريحتها,nile,1
ابنة نجيب محفوظ: اتفقت على نشر أعمال أبى إلكترونيا بدار جديدة وحصلت على حقوقه,nile,0
عندما يصدر جالكسي اس4 ، #أتوقع بأن الجهاز سيكون عبارة عن ميني تابلت نحتاج إلى يد ثالثة لإستخدامه بشكل مريح.,msa,0
"""مجلس الأمن يرفض مشروع القرار الروسي حول… https://t.co/vbJU5aJoE7""",msa,0
"""Retweeted مقاومة 2016 (@qpress2016):خبير صهيوني: صواريخ #حماس قادرة على ضرب أهداف استراتيجية... https://t.co/afAN2DQQtL""",msa,0
مستنين شهر أبريل عشان يكذبون فيه على أساس أنهم ملايكه طول السنه,nile,1
 المندوبة الأمريكية لدى الأمم المتحدة  سامنثا باور  :  النظام السوري لم يكن ليدخل شرق  حلب لولا استعانته بالقوة الروسية   روسيا  سوريا ,msa,0
الهنود /بوليوود اكبر انتاج افلام بالعالم والعرب على اعمالهم الخايسه يستهزئون فيهم   #سيلفي,gulf,1
"""الرئيس اللبناني ميشال عون: لو خسر #الأسد الحرب لتحولت #سوريا إلى #ليبيا ثانيا.. لقد اصبحنا مضرب مثل!!""",msa,0
احلى أغنية تيتر في رمضان اغنية شيرين - مشاعر من مسلسل حكاية حياة | النسخة الاصلية  مصر  كلام في الحب,nile,0
"""لحام اي شيء فى 5 ثواني وخطوتين فقط https://t.co/U10J3rEPqY?mLO #مهرجان_القاهره_السينمايي #SS10""",egypt,0
فلتقل خيرا أو لتصمت  خلق جميل,msa,0
#أحمد_ربك_أنت_سعودي لو علموا شعوب العالم بما في الجنسيه السعوديه من ضمان لدخول الجنه لجالدونا عليها بالسيوف  ,msa,0
🔴 هذا الحساب لا يمثلني 🔴 https://t.co/O76obNxVso,msa,0
قصة كفاح حقيقية لشاب مصري من محافظة الفيوم، رغم إعاقته تحدي كل الظروف محمد الكيلاني محمود حميدة، أثناء طفولته,nile,0
"""10 ملايين وجبة"" تحصد 6 جوائز من ""#كريستا_العالمية""#عشرة_ملايين_وجبة #10MillionMeals@MBRInitiatives @DXBMediaOffice https://t.co/Q2P9ngpW2q",msa,0
الانقلاب ساقط لا محالة وبعدها ستعلو قيمة مصر والمصريين الى عنان السماء فى كل بلاد الدنيا بعد سنوات الذل والهوان لناصر ومبارك وسيسي,msa,1
#فودافون رايحة بينا علي مصنع الكراسي ودة قمة الاستهبال العلمي,egypt,1
العبادة طاعةٌ طوعيةٌ ممزوجةٌ بمحبة قلبية أساسُها معرفةٌ يقينيةٌ تفضي إلى سعادة أبدية د.محمد راتب النابلسي,msa,0
"""RT @ioipe: بيونسيه تغني اغنيتها irreplaceable بالأسباني 😻💗 https://t.co/SbholNrFgP""",msa,0
"""@periscopeco #اغتيال_الشيخ_نادر_العمراني #نادر_العمراني #ليبيا الصوت بالأعلى""",msa,0
"""#فلسطين #غزة السلطة الفلسطينية: المخططات الإستيطانية الجديدة تمنع إقامة دولة فلسطينية https://t.co/qUeh1rKssm… https://t.co/qFplwQKiUI""",msa,0
نيجى نقول دى حرب ع الإسلام..يقولولنا الإسلام بخير وبريئ منكم..طب مسمعناش حد يعنى بيقول الكلمتين دول للسيسى بتاعكم لما قال كده ليه!!  ,msa,0
"""#اليمنية| تقارير دولية: خمسة آلاف من مقاتلي #الميليشيات من الأطفالhttps://t.co/7RjpThQrkc#التحالف_العربي_سند_اليمن https://t.co/jAWAHmjrRQ""",msa,0
المحفوظة في خزائن في الخارج من جانب قيادة النظام البائد وسندان الملفات المحفوظة في واشنطن طيب واضح الثورة لم تكن ضد,msa,1
#عن انك تصاحب باباك ومامتك وتحكيلهم عن كل حاجة من غير ما تخاف منهم لانك واثق انهم هيساعدوك,egypt,0
"""RT @alarabonline: إيفانكا ترامب تشغل الأميركيين على #غوغل#أولاين #أميركا #إيفانكا_ترامب #العرب https://t.co/EvWUBckCoM""",msa,0
 ماهر فخامة الاسم تكفى,msa,0
"مـن الآخــر ,, إللـي عـايز ياكل من الـفــراخ يـجـيـب ويـاكل , لو فيها حاجة وحشة , الحكومة بتقولك بلغنا ,, طلعت حلوة , الحكومة بتقولك ألف هـنـا وشـفـا ,, هـري كتير ماباحبش , ماشوفتش ربـع الـهـري ده علي المحلات إللي بتبيـع لـحـم الـحـمــيـر, مش بتعملوه بـانـيـه برضـه؟؟  ",egypt,1
الناس حوالينا انتزعت حقوق ،ونـحن مازلنا نطالب بحق أن يكون لنا حق من الأساس!!   القدر,egypt,0
يفضح كذب قناة الجزيرة ويكشف تمثيل الاخوان دور الموتى,msa,0
اثناء ما كنت بكتب رد طويل لرسالة جاتلي على صراحة عن مدى شعوري بالإرهاق من الناس اللذيذة اكتشفت كدا اني انا كمان غلطانة مهو انا لو كنت بوقف كل واحد عند قيمته منغير ما اتعشم وانتظر من الناس الصدق والحقيقة في تعاملهم وحبهم مكنتش تعبت وكنت شوفت ان كل دا عادي,msa,0
هم خلوني مجنون !!!,egypt,0
لما قنوات بلدي تذيع كل حاجة مش حاجة و حاجة مش جيبالي أفلام و استخفاف بعقول الناس  ,egypt,0
شبرا العظيمة دوماكل يناير واحنا هنا,gulf,0
"""وفد من حركة التجدد للروم الكاثوليك برئاسة شارل عربيد في بيت الوسط للقاء الرئيس الحريري https://t.co/mez4aCxCoz""",msa,0
"""RT @_TR60: واللي عليه قضاء من رمضان مافيه مشكلة يقدر يصوم عاشوراء لأن عُرف عن عائشة رضي الله عنها أنها تقضي في شهر شعبان وكانت تصوم السنن و…""",egypt,0
"""RT @alaanoor2010: #في_بلادي_يوجدناس غلابه بتصدق احمد موسي ولميس وجوزها الاقرع ناس بتصدق ان السيسي بطل وان اوباما بيخاف منه وان اسرائيل بتت…""",egypt,1
الجواز زى الحمام الى جوه هيموت ويخرج والى بره هيموت ويدخل,nile,1
عندما يكون المتهم بطلا ويكون الحاكم والسجان جبناء مرسي رئيسنا الشرعى والانقلاب ساقط لا محالة,msa,1
لا نزول لميدان التحرير لا نزول لميدان التحرير اكررها والا استوعبتوا فخ قذر منصوب لتكرر مذبحة رابعة,msa,0
"من نعم ربنا على الواحد اللى لازم نشكره ونحمده عليها انه ماخلناش زمالكاويه , اللهم ديمها علينا نعمه ",msa,0
أطالب بمرسوم عزل سياسى لفلول الوطنى,msa,0
"""لما داعش اقتحم وعمل مجزرة سبايكر ولما احتل الرقة ولما جبهة النصرة ارتكبت مجزرة عدرا ولما خطفو الجنود اللبنانيين ليه ما حدا تضامن يا معرصين""",egypt,1
لو صاحبك عسل متلحسوش كله,nile,1
"""RT @i_FToQ: @Jal_6ah @facts444 خله يدخل بيتنا يدور بوكيمون !عشان اخليه يدور جواله في مكان ما .""",gulf,0
"""طريقة تغيير خطوط النظام في جهاز Galaxy S7 https://t.co/s7BDUAkHcG#هواتف_ذكية #سامسونج #GalaxyNote7 https://t.co/nBJS1Dhxtt""",msa,0
الى  الاخوان أردتموها معركة دون وجه حق فدبروا لكم مذبحة دون وجه حق اقرأ المزيد هنا:,msa,0
مبروك يا شمشمون انت عملت حاجه ملهاش اى تلاتين لزمه,nile,1
 لا يفوتكم يا شباب محمد فودة على اكشن يا دوري وفقرة الاخطاء التحكيمية  حممممااااس ,msa,0
"""فضيحةالاعتذارتشكل إهانة لفريق #هادي وأن رسائل #واشنطن له لاتعدو كونها أوامر يتم تنفيذها..ماانت الاخادم لها#اليمن  https://t.co/8Uq296BBnH""",msa,0
#مصر مش تكية !!! يا #هاشتاج يا #إبن_المثالية,egypt,1
#قدر ، في مسرحية بشت المدير، طارق العلي يقول: بخور اب 3 آلاف؟ وين قاعدين. عزيزي طارق. وصل البخور 3 ملايين شتحجي ؟,gulf,1
"""@malak_alhusaini يارب يكون من نصيبي ايفون 😭""",egypt,0
تفووووووووو #غزة_تحت_القصف,msa,0
قرفتيني حرفيا .,msa,1
ريال مدريد ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه  ,msa,1
"""شرح تثبيت نظام ويندوز 10 (الفورمات) + نصائح مهمه بعد التثبيت |2017|:""",egypt,0
ولما تبص #حواليك هتعرف انك #احسن من ناس #كتير عشان كده #لازم تقول #الحمد_لله,msa,0
"""توران: رفض برشلونة عرضاً بقيمة 50 مليون يورو من أجلي https://t.co/qli4kamWnS #برشلونة #توران #تركيا""",msa,0
"""اللهم أستودعك أهلي وأحبتياللهم أستودعك بلادي #ليبيا وأهلها وشبابها اللهم أنعم علينا بالأمان والاستقرار وحسن المعيشة والتغيير للأفضل""",msa,0
"""أوباما يخفض أحكاما بالسجن عن أكثر من 100 مدانhttps://t.co/eD2hO3hOm7قال البيت الأبيض يوم الخميس إن الرئيس الأمريكي باراك أوباما خفف أح…""",msa,0
هل من السخريه ان نطلق علي ابن سلمان لقب المهفوف نعم انه سخريه لكن ابن سلمان   اصلا ومهفوف فعلا والا كيف يقول انه يستطيع ان يصنع قنبله نوييه في خلال ايام القنبله النوويه ماهي بول بعير #يامهفوف,msa,1
كبريائك المفرط يعميك عن رؤية الحقائق الواضحة.,msa,0
يارب مع هالمطرر ، انك تفرح كل غالي على قلبي وتنتشل من قلبه الوجع ..,msa,0
"""Listen to يا توتة الدار #SoundCloudhttps://t.co/a52wSIF5rQيا توتة الدار صبرك ع الزمان ان جار لابد منعود مهما طول المشار يابا#فلسطين""",levant,0
اسبوع العلوم والتقنية2016.    ايفون,msa,0
 ولو قصفت طائراتهم وأضافوا عشرين دولة معهم. لن يغيروا مجرى التاريخ ولن يفلتوا من الانتقام والثأر اليمني طال الزمن أو قصر.  اليمن  السعودية ,msa,0
"""#ماذا_لو_المدارس_مختلطه ماراح اغيب ولا يوم""",msa,0
ميدو : اراهنك ان مرتضى منصور قاعد بيتفرج دلوقتي !! عمرو أديب : طب ما تعملة هاى كدة !! ميدو : هاى   #ميدو,egypt,1
"""السعودية تعترض صاروخين للحوثيين وترسل تعزيزات: أعلنت قوات التحالف العربي اعتراضها صاروخي... https://t.co/2Ccgjn5oXb #عاجل_الصحف""",msa,0
بيبيييييي😭😭😭😭 https://t.co/kdWB4NrjbN,msa,0
والله من شين النفس فيني اليوم #اعتراف,levant,0
هاتعمل ايه الكمامه مع شعب بيتفائل بشخه الحمامه,nile,1
"""#لافروف : واشنطن أخطرت موسكو أنها لن تستطيع بدء المشاورات حول حلب يوم الأربعاء.""",msa,0
لا بجد فهمتي مفيش حاجة تساوي اي شيء كلوا في الفاضي الا رضا ربنا سبحانه وتعالى وطاعته هي الاساس الثابت والقيمة الكبري,nile,0
اكسسسسترا سباااايسييي #MMA2020 https://t.co/Az7dUA16BW,gulf,0
عزيزي وليد بيك الفساد في لبنان من اعلى الهرم الى أسفله مرورا بالدوائر الحكومية الى المطار الى المرفأ الى الى الى في #لبنان الكل مشترك في الفساد وعندما تغرق السفينة لم تجد احد غير المواطنين الشرفاء الفقراء اما الفاسدين فلهم حسابات خارج لبنان تكفيهم وتكفي احفادهم  ,msa,1
حل للكهربا : السعودية تجيب كهربا لجماعتها ومناصرينها بلبنان .. وإيران تجيب كهربا لجماعتها ومناصرينها بلبنان .. ويلي مش مع السعودية ولا إيران رح يلحقوا طرطوشة أكيد ..  ,msa,1
الجكومه لا تترك الناس فى حالها,nile,0
جمهورية  شبرا الخيمة :),msa,0
"""@KhbJi @Madloo4 يظل كليفلاند أقوى""",msa,0
"""ده #MannequinChallenge  بس بطريقه محترفه 😂😂 https://t.co/FohO57PM0t""",egypt,0
"""قالها شبل من أشبال حلبإذاكنتم جيش الأسد فنحن جيش الواحد الأحد ثورتنا كالصلاة تبدأ بالتكبير وتنتهي بالشهادة#ستبقى_حلب#ستنتصر_حلب#حلب_تباد""",msa,0
"""@oceanazul80 ترى نسونجي اوباما ادكر بعزا نلسون منديلا نسى حاله مع رئيسة وزراء دينمارك  لما طلعت عليه مشيل وجخرت فيه خاف   بعدها غير مكانه 😂😂""",gulf,1
أيها الاخوان صفقتم والثوار يقتلون وسخرتم من بنات مصر عندما هتكت أعراضهن وضمنتهم خروجا آمنا لطنطاوي وعنان وعندما خلعكم الشعب هتفتم ضد العسكر,msa,0
1 ده حلم قديم يبدو أنه اقترب تحققه بإذن اللهكان عندي مشروع مسرحية من كام سنة مع الفنانة سهير البابلي بس مااكتملش للأسفيامسهل,nile,0
"""بالفيديو - مشاجرة في عزاء #محمود_عبد_العزيز بسبب #عادل_إمامhttps://t.co/3P8bE3PmN1 https://t.co/CCXsqQC8bT""",egypt,0
"""#فيتو :: #شاهد#الحلفاوي يحرج #عمرو_أديب بسبب ضربة جزاء الأهلي!شاهد من هنا:https://t.co/KrsX2774nS https://t.co/6dEe2UgetV""",egypt,0
"""الأصيل يبقى أصيل ما يتغير 👌🏼 تعلموا التواضع من #كلودا_الشمالي ""#فارس_كرم #مروان_خوري #وائل_كفوري #نجوى_كرم… https://t.co/2GFD4rpr9u""",msa,0
"""عاجل | https://t.co/bQaBXsdsyF: الحريري التقى جنبلاط في بيت الوسط""",msa,0
"""بوب ديلان : فوزي بنوبل للآداب &quot;مثل الوقوف على سطح القمر&quot; https://t.co/z88kvE4xD7""",egypt,0
و بتمارس العروض التمثيلية فوق الميكروباس و هتافات الشعب تحيط بيها .و حبة عياط على قهر  ,msa,1
عدد الحالات 3890 -- الكلية : خلاص بقي ينزلوا الكلية بعد العيد يمتحنوا قبل ما يموتوا,nile,1
"بايدو آي"" نظارة صينية ذكية تنافس الأمريكية ""غوغل""",msa,0
خرجت النهارده لقيت كل الشوارع وكل الحيطان عليها هاشتاج #انتخبوا_البرص :) لا وحاجات تانيه ألعن من البرص والانقح,egypt,1
بسامحك الف مره بس إذا طابت النفس لا تدق بابي ما عادك اللي مسموح جيّاته.,msa,0
المهم وربي انه افضل ولد https://t.co/UgDTpBmxXy,msa,0
"""بعد عدم حضوره لمراسم تسلم #جائزة_نوبل.. بوب ديلان في #السويد لإحياء حفل غنائي #مصريات https://t.co/Qjn6CdUK0u""",msa,0
الواحد مايمديه يغيب عن تويتر يوم او يومين الا مرقوع انفولو من 5 والا 6   القدر,msa,0
"""RT @YSalfaisal: ويقولون الوهابيه شوهوا الاسلام، انتم الكافر لاشاف فعايلكم حمد ربه بأنه كافر. https://t.co/UzGfH5bxl3""",gulf,1
نحب اللغة العربية لأنها لغة القرآن ولأن نبيّنا عربي ولأنها لغة أهل الجنة #اليوم_العالمي_للغة_العربية #غرد_بصورة,msa,0
"إتفرجت علي صورة من #أطفيح , والمئات واقفين وصراخهم يصل لعنان السماء ,, إعتقدت في الأول ,, إنهم رايحين يحرروا القـدس #في_بيتنا_إرهابي  ",msa,1
"""إتحاد (اليويفا) يوقف خط الوسط الفنلندي الدولي رومان إيريمينكو لمدة عامين    . https://t.co/3Yy1I9B4HI #احمد_شفيق""",msa,0
مافي سالب من الخميس مره,gulf,0
"""#ريكي_مارتن يعلن خطوبته من فنان سوري | الموجز https://t.co/9U6fCICWHq via @Almogaz#منوعات https://t.co/SkMw1Fblm2""",msa,0
"""RT @Infographic_ksa: #الجبير_يلجم_ظريف ويؤكد: #إيران لا تستطيع تبرئة سجلها من الإرهاب. https://t.co/hcGlkJ1pDU""",msa,0
"""ليبرمان : #إسرائيل سوف ’تدمر’ #حماس تماما في الحرب القادمة""",msa,0
في واحد سايق امها .. مسويلك تويتة تهنئة للرجال ويمنشن فيها كل من هب ودب نساءً ورجالا .. طيب غير حرف حرفين عشان تزبط  ,egypt,1
"""الناشط السياسي محمد فؤاد:#ليبيا بحاجة إلى خطوات عملية من قبل المجتمع الدولي لمساعدتها في الخروج من أزمتها الحالية.https://t.co/EyGBQD7TMN""",msa,0
"""حدا فات ع غوغل و سأل قديش الشيعة بالعالم؟!قديش الشيعة بالهلال الشيعيقديش الشيعة بلبنانولى ولى ولى مين قارينا 😂😂😂😂😂😂😂""",levant,1
"""#بوب_ديلان يغني في السويد .. هل يستغل الفرصة لإستلام جائزته؟https://t.co/5N76HfZ470 https://t.co/oKszI0CcmD""",msa,0
"""#اتفرج| بالصور.. وصول أبطال فيلم «يوم للستات» لحضور #مهرجان_القاهرة_السينمائيhttps://t.co/kaCk9CToMr""",msa,0
"""إلغاء وضع اسم #أحمد_شفيق على قوائم الترقب والوصول https://t.co/ItCMV3rm0e""",msa,0
لا شوف البروفايل ، هو كويتي لكن ساكن ببريطانيا ، لاوكاتب بعض تويتاته بالانجليزي والعياذ بالله !  ,msa,0
والله أن أبوي حبيبيّ و سيد أحبابيّ ❤️,msa,0
#اي_ثقه_جباره_لديكم_يا_ملوك_اوروبا ريال مدريد يريد لعب النهائي على ملعب الكامب نو ملعب برشلونه ويريد التتويج بالكأس بالكامب نو. ,msa,0
الحمد لله احنا احسن من سوريا والعراق,msa,1
"""الرئيس ميشال عون:لعدم اللجوء الى الخارج بغية الحصول على منفعة على حساب مصلحة الوطنترجمةفي 25 حزيران 2016حسن... https://t.co/HScsbavbO9""",levant,0
"""RT @TweetSoTeam: #تويتسو_خبر | أمازون تعتزم افتتاح أول مقر إقليمي لشركة أمازون لخدمات الإنترنت في الشرق الأوسط وأفريقيا بدبي قبل نهاية هذا…""",msa,0
"""#التسجيل في #اوبر للسائقين  متاح في #الاحساء الموعد #الجمعة 25/11/2016الوقت( ٢-٨ مساء)الموقع برج الملحم التجاري… https://t.co/WFAJRWXsxK""",msa,0
 يارب قرّ عيني بكُل دعوه فاض بها قلبي 💙 ,msa,0
"""RT @AlMnatiq: المعارضة تسترجع مواقع في #حلب.. والمعارك تتواصلhttps://t.co/Khuw6vW6SU#السعودية #سوريا https://t.co/Eo6dFi6i4i""",msa,0
#الهلال_يستمر_كوشه تخيل فريق يجلدني دوري وكأس ويأهلني للسوبر وياخذني لندن ويجلدني مرة ثانيه  ,gulf,0
"""قمة قطرية تركية تطالب بوقف المجازر ضد السوريين .. صاحب السمو والرئيس أردوغان يدعوان المجتمع الدولي للضغط على النظام… https://t.co/k6rZH02hKj""",msa,0
"""بعد الإنتخابات الأمريكية الأخيرة أثبت الإعلام الغربي أنه إعلام موجّه وغير صادق وأثبت الإعلام العربي أنه ببغائي بامت… https://t.co/jBCZQ61Dkx""",msa,1
رغبتي بقربه انتهت بس حبه باقي والله..!! لومتي تخيلي اكتب تسذا وتغريداتي زي السماجه ذي والله مايجي ماينفع تلوع تسبدي  ,msa,1
احنا العرب ما فينا خير لبعض يعني السعودية زيها زي المانيا (٣نقاط) ومع هيك بنحب المانيا وبنكره السعودية.,msa,0
 مع هطولات المطر الغزيرة والحرارة المتدنية للغاية .. لا ننسى ملايين النازحين السوريين ممن فقدوا بيوتهم ولا يملكون اليوم أي وسيلة للتدفئة .. ,msa,0
"""ترامب في البيت الأبيض. ميشال عون في بعبدا. مارين لوبان على مقربة من الإليزيه. بوريس جونسون وزير خارجية بريطانيا بعد Brexit.٢٠١٦ باختصار..!""",msa,0
اضحك يعني ولا اقول لامك ايه دلوقتي,nile,1
"""مشاهد جوية من #السكن_الشبابي شرق #حلب بعد سيطرة #الجيش_السوري عليهhttps://t.co/UFBJbxybp8 https://t.co/EU3dnCftCM""",msa,0
"""الممثل الأمريكي روبرت دي نيرو.. يصف #دونالد_ترامب بالكلب التافه ،،  https://t.co/B4R6Oqiypv""",msa,0
"""#بنك_مصر_لبنان يواصل خططه التوسعية ويفتتح فرعاً جديداً في #البقاع_الغربيhttps://t.co/Iud5ArxZJz https://t.co/KmsefQ72Qy""",msa,0
حوت ياكل حوت وقليل الجهد اموت,magreb,1
 الاستاذه ميريام فارس ليها اغاني حلوه فشخ مش واخده حقها ,nile,0
"""RT @techwd: أندرويد على هواتف جوجل Pixel وPixel XL بميّزات لن تحصل عليها بقية الهواتفhttps://t.co/WTSirjfoPL https://t.co/BSYQbBVWsk""",msa,0
 بيت صغير بكندا مايعرف طريقه حدا 🌼 فيروز ,msa,0
هو مرسي ما غيرش النائب العام ليه؟ هي دي النهضة؟,egypt,0
جزاك الله عنا خيراً يا رسول الله #الحبيب,msa,0
