tweet,dialect,sarcasm
https://t.co/68ejlbpVpv ⚫️😁 (❶)سايتوتك البريطاني الأصلي 😁 (❷) في جميع دول الخليج العربي 😁 (❸) التسليم باليد والدفع عند الاستلام 😆 (❹) المصداقية والثقة😁 (❺) السرية التامة🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺https://t.co/68ejlbpVpv https://t.co/hDirQhejwJ https://t.co/epRzLjpQdI,msa,0
يتحدثون في وضع الآليات والقيود وهم بالآصل ليس لهم حد القوامه على من في بيوتهم ..  ,msa,0
هذا هو كلشي  https://t.co/NklIdaSh79,msa,0
"""RT @alkhames: وقع أردوغان وبوتين اليوم اتفاقا بشأن إقامة خط أنابيب غاز باسم ""التيار التركي"" عبر البحر الأسود، لنقل الغاز الروسي إلى جنوب شر…""",msa,0
انت بتحور يا مغير، انا و انت متفقين على خطأ استعمال دور العبادة سيبك من دي و جاوبني،فين التحريض على الحرق و العنف,nile,0
وبعدين يا شهيد ياللى مت فى الشارع .. رصاصه ماشيه بتدلع وقفت قدامهاا ليييه يا عم ...!!  ,egypt,1
"""#جوجل ستفتتح أول متجر ” MadeByGoogle ” في مدينة نيويورك يوم 20 أكتوبر - علوم وتكنولوجيا https://t.co/M7Wrw5LE0g… https://t.co/loCkBQGmrw""",msa,0
"""@hlaty6411 شكلك ماتداومين ؟؟ اذا كان الصيف عندنا يبدأ بأرتفاع درجات الحراره تدريجاً من شهر ٥ كيف راح يتحملون لحد رمضان ؟؟""",gulf,0
ماتحاولش تجرب غيرك.. عقلهم نقص كده عشان يفهموا رسالة مبسوطة في السخرية!,egypt,1
مش عارف ليه البعض بقى بيحاول ينسخ له حب كورونا، حتى الفيروس مبيحبش حد على مرته.,egypt,1
"""ولا تصف بيونسيه عند افخاذه""",msa,0
زعلان على حاجة؟ انت منزل الأيقونة اللي قدامك بفوما فيها قبل ما تتكلم!,egypt,1
السلام عليكم ورحمة الله وبركاتهمساء الخير للجميع 🌹,msa,0
اغرب مسدج شوفتها عندي 😂😂😂😂😂 https://t.co/DBduLeS1sE,egypt,0
يا جمااااله 😫❤️ الألوان الصراخه كهذه جميلة في المغاسل او الاحزمة او في جدران المداخل بتصاميم مدروسه ! بس مشكلته غالي 😢 https://t.co/g0I98Xqy8F,msa,0
 اللى بيتولدوا وبيعشوا فى العواصف 💪 ما بيخافوش من الريح 👌 ✊ مشتاق اسمع جمله عادل امام كلمه لحبيب قلبك حب أعمى ولسه يامصر هشوف فيكي ,nile,0
"""معوض: ستبقى ذكرى #جبران_تويني حية في كل ضميرhttps://t.co/uGNZkJ6MtW#مين_قتل_جبران""",msa,0
 متي تتيقن جميع الفصائل السوريةان المجتمع الدولي الصليبي وبعض الدول العربيةضدهم وضد ثورتهم وان ينطلقوا من هذا المبدأ لتحرير ارضهم ونبذ الفرقة ,msa,0
"""#ورد_الآنمصرع 3 ضباع نصيرية في #حلبوهم من ريف #طرطوس https://t.co/zxpklEtcBZ""",msa,0
معقولة اي حد يخش فشل وزير الكهرباء يتحول لهبل؟ ياريت نوقف الترابيزة اللي في مكتبه ونجرب نعمل في أي حد مش ادارة.,egypt,1
لــم يقتلــني ســوى أملــي الــذي يعــود خائبــًا كــل مــرة,msa,0
القراءة جعلت دونكيشوت إنساناً محترماً لكن تصديقه ما قرأ جعله مجنوناً,magreb,0
"""LifeTahrir: #لايف | منها خاصية طال انتظارها.. 8 مميزات حصرية في نظام تشغيل «#أندرويد نوجا»https://t.co/4QP4U3aGL8 https://t.co/EnZSfKlSAE""",msa,0
يا رب أدم علينا بركات ماركس و لينين و ستالين و تشومسكي و لا تحرمنا من يساريتنا و لا شيوعيتنا قادر يا كريم  ,msa,0
@exampleuser: لو يخلون الذكاء الاصطناعي يقرب منا ويفهم يمزح متلنا بيصير أحلى بكتير!,gulf,1
عندي عتيبه من الشرقيه مطلقه بدون اطفال عمرها 36 بيضاء تقبل متزوج الجاد فقط والتواصل مع ولي الامر,msa,0
نذكّر الأخ كرستيانو لاعب ريال مدريد بمصير العقيد القذافي و نقول له اتعظ ويوز تراها مو بعيدة عنك ##سخـريـة ,msa,1
"""كثيرة هى المتاجرات  .....لكن المتاجرة بدم شخص واتهام ناس بيه هكذا ...تدل على قذورات اﻹخوان والمقاتلة ...#طرابلس#بنغازي#ليبيا""",msa,0
صوتنا ولله الحمد .. الله يوفقنا ونكون أحسنا الأختيار 🤲🏼 اشكر القائمين على العملية الأنتخابية والمتطوعين . 🇰🇼 #انتخابات_مجلس_الامه_2020 https://t.co/7gLyz7ma9m,msa,0
الأم مدرسة إذا أعددتها .. هاجمك المتطرفون !!؟,msa,1
اهلييييييييين يوم السبت,msa,0
الشباب بتاعة المسجد اللي فصل الحظر الله ينوله راحة نفسية زي الدرع المعدني اللي بيجيبه في باباز!,egypt,1
"""@amrhamdon مش صحيح ولا حاجة. ده راءي وزير الطيران فقط. جوجل ترانسليت ومتع نفسك https://t.co/B617C1qehQ""",egypt,0
في هالحياه المثالي ( متصنع ) الوفي ( خبيث ) والصادق ( لعين ) حياتنا غابه .. كن فيها الصياد لا الفريسه  ,msa,1
لن تجدني مؤذيًا أبدًا، حتَّى إن خاب ظني فيك سأُغادرك بلُطف، فإنتهاء الرغبة أشدُ من الكُره.,msa,0
السواقة مهارات وليست استعراضات,nile,0
يعني اللي في السجون ممكن يعترضوا على الإفراج عنهم في عيد ثورة يوليو ، ويطلعوا يفجروا مرسي :)  ,msa,0
يا جدعان، لو سمحتوا محدش يحكي لحد ولا حتى اتمنيه فكرة اني نسيت الجواز في القاهرة وسافرت يوم الفرح!,egypt,1
"""دفاعاً عن لبنان العظيم!!#جبران_تويني https://t.co/avYlna1LRD""",msa,0
"""في اطار التسامح الدينى ..يا سانتا كلوز اجدع لي معاك 500 دوﻻر وتذكرة سفر..#Christmas""",egypt,0
تحدي على تويتر: افتحوا التليفونات وشوفوا إيه الهولنديين بيقولوا عنا!,egypt,1
اسرائيل سعيدة بأن الكره العربي لم يعد من نصيبها وحدها بل تتقاسمه معها ايران. كما أنها تامل في التطبيع الكامل مع العرب وهي في طريقها لذلك..عندها تصبح ايران عدوة الجميع.  ,msa,0
أنا لسه فاكر يوم بكيت فيه لما حقنوا رموز الحبوس في تويتر.. الصراحة مكنتش أعرف إنهم بيتحسسوا,egypt,1
العيون البصاصة تندب فيها رصاصة,nile,1
نفس الزياط بتاع سد النهضة و نفس القفا. اتفاقية مع دولة غير الدولة المعنية و في الاخر تلاقي نفسك من غير موقف قانوني و لا اتفاق  ,msa,1
المصري اليوم عندما نشرت ملخص المؤتمر وضعت الجملة في غير سياقها وكأن ليس من حق شباب الثورة الوصول للسلطة وهذا عكس مبادئ حزب الوسط تماما,msa,1
هيورينا ايام اسود من قرن الخروب,nile,1
 من فضلك ريتويت سوا رامي عياش و مايا دياب | بدون موسيقى المدينة ,msa,0
#فهههد_غشام_البصممممانالمجيد،40zxx,msa,0
كل ما كان يرفضه الاخوان من خطايا الحزب الوطني البرلمانية و إجرامه التشريعي أصبحوا يتبنونه الانمسخرة,msa,1
"""RT @youm7: #مصر | مصادر: وفد مصرى رفيع المستوى يزور #السعودية الأيام القليلة المقبلةhttps://t.co/vH69NxY1CI https://t.co/ufGp5SeCSX""",msa,0
"""شاهد كيف تعمل امازون.. اكبر مخزن للبيع على الانترنت. https://t.co/0O4QZRopfL""",msa,0
ههههههه امة ضحكت على جهلها الأمم انت شو عرفك شو هو اللي صار لحتى دخل هون ؟ والله انكم اغبياء  ,msa,1
يا تغريبية يا ليبرالية تتنكري لأهلك وبلدك؟!! هذا تراثنا وثقافتنا! ما ناقص إلا نسمع لذا الكافر!  ,magreb,1
"""اول ما شغلوا بيونسيه كرايزي ان لوف فطست ضحك 😭😂""",egypt,0
لما اشوف هيلاري كلنتون ودونالد ترمب يتهاوشون اتذكر فام the campaign,msa,1
"""تعرفي على الوجه الجديد لبيت أزياء #غوتشيعبر الرابط https://t.co/vYU47n9V1P https://t.co/D0XFp3J9m2""",msa,0
ماذا فعلت مؤسسات الدولة لشرح مسودة الدستور للأميين؟ لمن يذهب الأمي الذي سيصوت على الدستور ليفهم محتواه؟ كيف نقبل هذه المسرحية الرديئة؟,msa,0
قمت بتحميل برنامج ذكاء اصطناعي للموسيقى وكانت النتيجة هتاف واستعراض للموسيقى الكلاسيكية. يبدو أنه رأى النكتة في ما أشرت إليه!,gulf,1
"""#كيري وعسيري#جداليهود واحد""",msa,0
"""RT @AkhbarElNoujoum: @Saad_Ramadan @wissammawla عشرة الاف شخص حضروا زفاف سعد رمضان في برجا https://t.co/5VPnINIymJ #Saad #Ramadan""",msa,0
اللي مش مخه جبنة زيي بيكول إن الباجيت بتيجي من الطيارة على درجة حرارة رقم صفر ونص في تلجة الثلاجة!,egypt,1
@exampleuser: المحاضرة كانت بأسى.. ما درست والدكتور يستغرق أعمدة وايقونات الشرائح بعد ما قال اقتصاد خطإ منهم! والله إحنا من بطن الحيم سحبناه العام الماضي 😑💔,gulf,1
"""RT @mohmed_hader: طب حضرتك في بوكيمون جوا ممكن ادخل امسكه؟لو راجل ادخل خده 😂😂........ https://t.co/BS8Yp0WYWk""",egypt,1
__4 ده شفيق اللي متقدم فيه بلاغات الدنيا أخذ نصف الأصوات يعني نصف الناس قبلت العمى ولا قبلتوش أغلبية؟,egypt,1
ايه الفرحة اللي بتفضل لو فريقنا يمسح الأرض بالمنافسين، خلاص أصبحنا ويستهام!,egypt,1
"انتقل أصحاب أجهزة #بلاك_بيري بيري الى عصر ""الترجمه"" من بعد عصر المحشش وعزيزي ، نتمنى أن يكون عصرا سريعا يخلو من الصداع ""البرودكاستي""  ",msa,1
وظائف بداية الاسبوع اليوم في قطر  5 / 12 / 2020  | تابع التفاصيل بالكامل وطرق التقدم الآن علي الرابط التالي https://t.co/3wrf1WMQOq https://t.co/xyDfWdfTnv,msa,0
كبيرة وجالسة على تويتر مشتهية ومستحية ومستشرفة وحسابك رسمي  او متزوجه ام عيال تعالي خاص بسريه وامان حتى لو حسابك رسمي#معصيتي_راحْتيٍ #كسيٌٌ.د,msa,1
إيهاب جلال: لن أوافق على رحيل عبد الله السعيد ..وهدفنا المنافسة على كل البطولات,nile,0
خاف من إللي إتكلم على حد قُدامك ولما شافه خدُه بالحضن🤚,msa,0
"""#إيران | المتحدث باسم الخارجية بهرام قاسمي: خفض مستوى العلاقات الدبلوماسية مع #بريطانيا ليس مطروحا في الوقت الحاضر https://t.co/jMliTQnIDd""",msa,0
لما اشوفكم لابسين دشاديش و مغترين هالشي ماراح يخليني اصوتلكم يعني توني ادري الغترة مصدر تجميع الأصوات   #gust,gulf,1
أنا لا أتجادل مع الأغبياء، فلن ينزلقوا لي المستوى وأوقع في نفس الحفرة الفارغة اللي فيها.,egypt,1
"""في زمن #الانتظار تعرفوا على تكملة تاريخ #شجرة_الميلاد#jespro #jesuit #christmas #christmas_tree🎄 #advent https://t.co/OljgRsZ0PZ""",msa,0
"""RT @_emadmadrid: الاخوان زعلانين من تصويت مصر للقرار الروسى فى نفس الوقت اللى اميرهم ونبيهم اردوغان قاعد تحت رجل بوتين اليوم فى انقرة #ايقا…""",egypt,1
#حاجات_بتفرح_في_مصر الناس الكبيره في السن اللي بتدعيلك لمجرد انك رديت سؤالهم بأدب او عديتهم الطريق,egypt,0
"Now THIS is funny!! He's disconnected!   "" يرفض العصيان المدنى . . هو في ف العالم حكومة بتقبل بعصيان مدنى ضدها؟""",msa,0
"""المولد النبوي الشريف مروة الجادرجي ..بغداداحتفلت الامة الاسلامية بولادة النبي الكريم محمد صلى الله علية وسلم... https://t.co/bhF7VmvfCe""",msa,0
عرض خاص غدًا على مشاهد مباراةنصف نهائي أبطال العالم - ريال مدريد × كلوب أمريكا- الخميس. 15 ديسمبر- الساعة 1:30م بتوقيت مكة نفي,msa,0
"""RT @forcabarca_ar: تصريح سابق لفينغر :""ميسي لاعب بلاي ستيشن هو وحده الذي يجعل الأشياء المستحيلة ممكنة"" https://t.co/Iatrnan9VO""",msa,0
ما يجرى فى سيناء إرهاب يروح ضحيته عشرات الشهداء وخيانة لأمننا القومى ، وما يجرى فى رابعة والنهضة ظهير سياسى له,msa,0
الناس اللي عندها إحساس ضيعتها في الغابة وبقت مولعة حماية المحيط الشمسي، مش هتعرف تشرب مويتها في الحارة الرابعة! #نجوبما,egypt,1
#توفيق_عكاشة بيقول على هيفا ولية ناشفة امال حياة الدرديري بتاعتك دي ايه ؟؟ يافلاح ميت الغرقا ياحماررر,egypt,1
عمري ما فهمت منطق الذكاء الاصطناعي، روبوت بيعرف يستخدم الجوال وأنا لا,gulf,1
لاول مرة منذ 13 عام يكون روجر فيدرر و رافا نادال خارج المراكز الاربعه الاولى في تصنيف الاتحاد العالمي للتنس !! https://t.co/4SRCvXnX5L,msa,0
في الأقل كنا نستطيع الابتسام في الماضي، ولكن الآن لم يعد لدينا وجوه بلا ماسكات!,egypt,1
روحي تحبك ♡ #عبدالمجيد,gulf,0
"""ICQ على أندرويد يحصل على ميزة ردود الأفعال في القصص https://t.co/TybWbqxcfu https://t.co/b0q7An3htY""",msa,0
اللى حصل مع محمود شعبان فى التحرير أفترا عليه لأنه ضعيف,nile,0
سيبي اويكو على جنب امانه هو كيفانش محتاج توبا عشان تروج وتشهر مسلسله بعض الردود  ,msa,0
"""RT @youm7: #اليوم_السابع: المدرسة الأمريكية بالمعادى تزور انتصار أكتوبر لصالح إسرائيلhttps://t.co/iWQDIxfNdv https://t.co/303xJgjEyj""",msa,0
"RT @WajdWaqfi: عفوا؟ اوباما سحب هيلاري كلنتون معاه""؟! هههههه هيلاري لم تذهب لجنازة بيريز. عن جد كاذب و مضلل https://t.co/uDU3xXoWEY""",levant,1
انشرُوا التذكير بالتكبير و أحيُوا سُنّة هذه العشر   الله أكبر الله أكبر لا إله إلا الله الله أكبر الله أكبر ولله الحمد  …,msa,0
"""عراف بلغاري: هذا ما سوف يحدث في سورية في الأسبوع القادم ويراهن على ذلك https://t.co/jxBM6Jpz2W""",msa,0
الهبة اليديده بسناب الحين لايف الشارع الفلاني مسخرة ورب الكعبة انا بسوي لايف العدان قطعة ٢ كيفي بيتنا كيفي,msa,0
شوف... أنا طالبة في كلية الطب، ولسة مش حابة أتعب نفسي بقرطيسة واحدة! مين ههتدرسلي كل هالمنهج الجامد؟!,egypt,1
دكاترة مش عارفة تكتب اسئلة صح 😂,egypt,1
"""لسان حال #كيريياريح كثر بالفضايح""",msa,1
"""اخيراً خلصوا الحراره لاعبة لعبها بس لازم نختم كلام اليوم😰واعتذر عن #حزب_الاعاده✋🏻سبحان اللهالحمد للهأستغفر الله😴😴 #زد_رصيدك37""",egypt,0
"- هل كُل الأساطير خلفه ؟ أو "" #ميسي "" من كوكب أخرْ ! …",msa,0
ابن الحكومة اذا صادقنه اكلك واذا عاديته هلكك,nile,1
"""#اقتباس من #رواية هل من مزيدللدكتور حمد الحمادي @HamadAlHammady تجدونها في جناح #مدارك#معرض_الكويت_الدولي_للكتاب https://t.co/27umT0lJDo""",msa,0
تفاصيل سقوط عصابة تتاجر فى المخدرات عبر نهر النيل,nile,0
اول مره احب السبت❤️,msa,0
مصر حسمت هويتها منذ مئات السنين بأنها دولة مسلمة وعربية وقبل ذلك بأنها أم الدنيا التى تفتح أذرعتها للجميع وتتواصل مع كل الحضارات #,msa,0
دعم المعتصمين والثوار واجب وطني,msa,0
"#محافظ_القاهرة: إزالة العقارات المخالفة بالقرب من ""#المحكمة_الدستورية"" لحماية المواطنين",msa,0
"""@nike7tennis اه بس لا رافا ولا فيدرر التنس الى اين 💔 ؟""",msa,0
بخرج من بيتنا ورده مفتحه برجع بطه مكسحه 😂,msa,0
"انا اشفق على هيلاري كلنتون فهي مضطره لمناظره خبل"" نص كلامه مو مفهوم""",msa,0
"""#القدس-شرطة #الاحتلال تعتقل ٣٠ مشتبها من مناطق شتى في البلاد للاتجار بالمخدرات""",msa,0
فكرة الدكتور الربيعه جيدة للتخفيف من الم الفايروس هههههههههه  و  #الربيعة_يهدي_رهام_ايباد,msa,0
أدعو المجتمع السكندري لإعادة أكشاك النبي دانيال وحماية بائعيه وعدم التفريط في تراث اسكندرية من أجل محافظ مصاب بالحول الفكري وخلل الأولويات,msa,1
عرررر لباساشوووووون😍😍😍😍,egypt,0
"""🌟🌟توفير كافة #الدراسات_السابقة🗒🗞باللغتين العربية والإنجليزية الخاصة ب #موضوع_الرسالة شامل #المراجع📚📘📕الحديثة… https://t.co/z7x0bWeQvk""",msa,0
"""ويكيليكس: كلينتون اعترفت رسميًا بدعم قطر والسعودية لـ«داعش» https://t.co/KKUDLwbrWE""",msa,0
"""#الدنبوع يعين #الكارثه سميع لمحافظه #المحويت في #مصر ... اول مره اسمع عن محافظه المحويت في مصر !!#اليمن #نجران#جيزان #عسير🎃""",msa,1
الأهالى لازم يدفعوا تبرعات للمدرسة هههههه,nile,0
دقيقة لو فكرت شوي هل لما الهرم بنى نفسه ألعاب الحكاية الجديدة لسة مخزنة جوة,egypt,1
"""هو فيه واحده جديده دخلت الاسلام اسمها نورهان ابوبكر ؟""",egypt,0
عندما تشعر بالوحدة، قرر الذهاب للمكتبة ومشاركة همومك مع الكتب. بعد ساعة من الكتمان، ستكتشف أن الكتب لا تهتم بك، لكن ما زلت وحيداً ولكون على نفسك!,egypt,1
وزارة الكهرباء في #البحرين ستوفر طاقة في الكهرباء بسبب إطفاء الأنوار في #الدراز الليلة عايشين في ظلام وبيعيشونهم الليلة في ظلام  ,msa,0
أنت وَطن بنيتُ فِيه جَميع أمنِياتي ، وجَاء ذات ليلةٍ مُظلمة أحتل ذلك الوطن ومِن بعدها أصبحتُ غريب يتسكعُ بين الأحرُف باحثًا عن مَلجأ #سري,msa,0
"""إصابة 16 جندياً #روسياً في حادث طائرةhttps://t.co/G7RGb7MVe7 #امل_عباس""",msa,0
 بعد جلسة الجمعيه العامه للامم المتحده من اجل مساعدة ارهابيي جبهة النصره في حلب والاستماته في اخراجهم منها نستطيع القول العالم يتكلم ارهآب ,msa,0
القراء الأعزاء اعترافا مني بأننا معشر الصحفيين عالم ولاد تيت (الا من رحم ربي) وأننا احيانا نلجأ لكتابة …,msa,0
ههههههههههههههه ، طبعا مين قالها تشغل مخها! لازم تبقى غبية وتقعد في البيت وما تسوي شي وكل شي حرام!  ,gulf,0
مرفق بالمحتوى لينك للفيديو,msa,0
"""@nogoumfm @qq7736048 أكيد #عم_بحكي_مع_حالي لذهبية نوال الزغبي""",gulf,0
فتاة المطر: https://t.co/I7yoTT2kAu,msa,0
أسوء شعور هو أن تميز أحدهم عن الجميع شعوراً واهتماماً..لـ تجده لا يختلف عن البقية بـ الجحود والنكران ..!!!!الحمدلله على كل حال. ... جنوا. .إيطاليا. 2016.. https://t.co/EQlsZbJrlI,msa,1
"""RT @xFarnacle: هناك حوالي 1.7 بليون مسلم في العالم.اذا كان الأسلام فعلاً يدعم الأرهاب لكنتم كلكم ميتون الآن. http://t.co/QoKmCj6R7d""",msa,0
أنا لو اشتغلت حلاق هقطع شعر الزبون بس في الويك إند، وإلا أيام العيد بس، وأغلق المحل الباقي الموسم السياحي عشان كلنا نشوف الجيش في التليفزيون بالبدلة!,egypt,1
عدو السعادة العامة همَّا المُتَظاهِرَين! ودايمًا بِيجِي يَوم نفسع فيهم فَشخ بِدل ما نحنا ننفسخ فيهم!,egypt,1
