tweet,sentiment,dialect,sarcasm
امي ولك اليوم دعوه  حفظك الله سوء ياجنتي حفظ الله امي وامهاتكم وجميع امهات المسلمين …,POS,egypt,False
 كناءس مدينه رفعت الاذان اليوم ردا علا القرار الصهيوني بحظره,NEU,msa,False
-  اتحدث برس وانا طريقي لزياره زميل الماحو,POS,egypt,False
 اتفق معك بان مرسي سيسي شان مصري سعودي سياسيا بتاييد واضح للسيسي والدوله تعرف معها ضدها '',POS,msa,False
تروح تصوت اي تواجه قله علا صرفه بكلمه حلوه لايصرفك,NEU,msa,False
اكدت البيانات الاخيره لحامدين الصباح انه انسان الا الفضاء وانه سيعود يوما الا الته الفضاءيه ,NEG,msa,True
قتلا واكثر مصاب محافظات مختلفه مقدمات كارثيه لاقتتال اهلي حذرت دوما وينبغي رفضه ومواجهته الدم المصري حرام,NEU,msa,False
انت تشعر بالشلل الساحر ميسي والمجنون سواريز ونيماري تالبابوششيف ,NEG,msa,True
 اليوم  تجدد عقوباتها علا وادانه دوليه لانتهاكها حقوق الاقليات,NEG,msa,True
 طقس العرب صايره توقعاتهم دايما غلط ,NEG,msa,True
 معارض ايراني لراديو الكل  الحرس الثوري يريد اباده الشرقيه لتكون درسا للثوره السوريه,NEU,msa,False
راا منقول صادم جدا كله بطبيعه الحال صحيحا ولكنه صارم فا الحق فا نقاط كثيره واقدمه اا تدخل نقلا,NEU,msa,False
 يعتقل مواطنين بالضفه المحتله ,NEG,msa,False
صحيفه الكترونيه عاجله تجتمع مبعوث للقتال - خلال النبض ,NEG,egypt,True
 اليمن يشتي حكومه انقاد يشتي سع بوتن انقد روسيا تفكك الاتحاد السوفيتي بنحصل بوتن اليمن ام '',NEG,gulf,False
 الهبه الجديده,NEG,egypt,True
 اخرهم وبيلطعوني الويتنج حد بيرد '',NEU,msa,False
 مقال راءع للصحفي احمد عايض كذبه اعتذار وكذبه متحدث واعلان الهدنه,NEU,msa,False
اخطار بشان تسجيل محاكمه,NEU,msa,True
 احمد منصور يكتب  اليمين المتطرف النمسا علا خطا يورج هايدر | |…,NEG,gulf,False
 بيان جمهوري يطالب اوباما برد حاسم علا الحوثيين  وزاره الدفاع الامريكيه اشارت الا…,NEU,msa,False
 العراق كبير باهله العراق بسنته شيعته العراق بمذاهبه ودياناته النفس الطاءفي تكيف الدول '',NEG,msa,False
« جاوزت » غلبت « الرجل » الساق « الصفاره » اي القعود « كنتم تعملون » الكفر « ضد الاسلام » اي الاسلام « » « بينتم » بينتم « الحق دينكم » دين الاسلام ,NEG,msa,True
فرق الشرعيه والمغتصبين تغردوا بالرءيس العام الماضي ولهذا قاتلوه,NEG,msa,True
عندما اتحدو العرب وغيرو صورهم الشخصيه مناضله لاسرا فالسجون تشاجرو اسباب وضعهم للصور ! حتا اتحادنا نختلف !,NEG,egypt,False
 يغرم مسجدا لرفعه الاذان عبر المكبرات ! !,NEU,gulf,False
خلص رجعت روقت,NEU,egypt,False
 لحظه واطفال العالم بخير وسلام ,POS,msa,False
ارجنتين بدون ميسي الشتاء بدون مطر ,NEU,levant,False
 يعيش بوتن قاهر الدواعش '',NEG,egypt,True
 مرصد المعارض يتقدم الجزء الجنوبي الجانب الشرقي ويسيطر علا منطقه المصريه والجانب الشرقي الاعلا لمقاطعه باب النيرب  '',NEG,msa,True
  مواطن زميل السرب نسوا قتل مليون سوري وزملاءهم المسلمين المتحدين ضد بوتين خنزير الشام كونويدا الواحد ,NEG,egypt,True
ان ثوره فا العالم بيها وزير دفاع ووزير داخليه !,POS,egypt,False
اخبار صباحيه هبوط البورصه اليوما وتراجع مءشرها الرءيسي وخساءرالمستثمرين الباهظه بكره تشوفو مصر,NEU,levant,True
 رفض الكونجرس الامريكي باغلبيه ساحقه يوم الاربعاء الفيتو استخدمه الرءيس باراك اوباما ضد تشريع يتيح لاقارب ,NEG,msa,False
 الخارجيه الاميركيه  القوات الدوليه الموجوده العراق يجب ان تكون بموافقه الحكومه العراقيه وتحت مظله التحالف  '',NEG,msa,True
 اهلا بيك فا وطنك تشرف اا حد يابطل,NEG,msa,True
اشتقنا اليك اسطوره ,POS,levant,False
 كتله المستقبل  التاخير يعطل تحقيق انطلاقه قويه للعهد​عقدت  كتله المستقبل '' النيابيه اجتماعها بيت الوسط ,POS,egypt,False
 اغني دوله افريقيا الي دوله فاشله دخول الناتو وايجيك متحزلق مداير روحه مثقف اوقلك معمر جهلنا احا مل…,NEU,msa,False
قول سبب يخليني اتحملك تويتر الاجابه هبد سمحتم ,NEU,msa,False
_ قلت واكرر المجد لعاصري الليمون لان وجودهم علا راس معارضي مرسي الان ماينفي عنها تهم الفلوليه,NEU,msa,False
مكتوب ,NEG,msa,True
 مرحبا ومرحبا ومرحبا المتلقي يشعر بان لديه مترجما يفهم معه شفرته علا العكس  '',NEG,msa,True
نواب حجب الثقه كاتبين تغريدات انه نفسهم يعرفوا شعور النواب منحوا الثقه للحكومه رفع الكهرباء  ! ؟ جد بضحكوا  يعني بحسسوا المواطن انه حجبو الثقه خلص امورهم تمام وطلعوا كامل المسءوليه  احجب وعلق علا غيرك ,NEG,msa,False
« يوم » بدل يوم « ثرثرت اكن انانيا كانت تقصدني » تعنيني ,POS,levant,True
اعرف الدكتور هشام قنديل عدم الانصاف ان نحكم ان يبدا لننتظر التشكيل الوزاري نعطيه فرصه ليعمل نقيم اداءه,NEU,msa,False
ناس تتفلسف علي وانا اسيراستمروا سخريتكم فما الا وقود لحذاءي,NEG,levant,True
ادنت عنف الاخوان امام الاتحاديه وامام مقرهم العام ايام ادين ايضا العنف ضدهم وضد منشاتهم بالامس يصح الاحتجاج علا العنف بالعنف,NEG,msa,False
بابا شنوده الثالث وطنيا مخلصا ومصريا عظيما رحمه الله,NEG,msa,False
نتذكر ليلا خالد  فلسطينيه مناضله ضد الاحتلال الاسراءيلي واول امراه تقوم بخطف اكثر طاءره …,NEU,msa,False
 وزير اعلام الاحتلال يدعو لضم الضفه الغربيه الا حاله الحجب ,NEG,msa,True
لون الاحمر بتاع حمله مرسي ده بيفكرني بالاهلي  خد المركز الاول شرخ متهزش ,NEU,msa,False
 قهوه عالمفرق وقديش ناس عالمفرق وقلتلك كيفك انت وسالتك حبيبي لوين رايحين,POS,msa,False
 البقره  '' واجنده اليمين الالحادي المتصهين الارهابي اليمين المتطرف الالحادي المتصهين  حركه ارهابيه  ,POS,egypt,False
هيءه الامر بالمعروف والنهي المنكر مسكت سوري يسب الله ويبتز بنت بصورها  صج مايستحون الهيءه ,POS,msa,False
 الصوره حي المشهد الغارات الجويه دمرت معظم مباني الحي وهذا الحال معظم احياء مدينه المحاصره  … '',NEG,egypt,True
« كذب » بالقران « كذب » بالقران « كذب » بالتشديد والتخفيف  اي كذب بالقران ,NEG,msa,True
ثمه شعله حنين مشتعله جوفي حرقت كبرياءي حتا الرماد ومزجته كوب زجاج شفاف وسكبته علا ازهار الذكرا حتا ارتوت وينعت,NEG,msa,False
 كيفيه الغاء كورتانا المساعد الشخصي ويندوز,NEU,gulf,False
 طلب ضباط الثكنه اللجوء بلدان تنتمي فقط الا التحالف  '',NEG,msa,True
بيب غوارديولا ليونيل ميسي كتابه الجديد,NEU,msa,False
« وخرجت » مكه « وقابلت الطرق » الطرق « وكل الاسوار عليهم » اي اهلها « حزق » حشخ « وحاجات الجبارين » الكفار « والمتكبرين » علا طاعتهم ,NEG,egypt,True
 اكثر شي تخيلناه انا وصديقاتي,NEG,egypt,True
نفاق مدمر طاهر ابو زيد يلغي المشاركه العاب الفرانكفون ويحول ميزانيه المشاركه لصندوق دعم مصر المناصب للمصاءب,NEG,gulf,True
شر,NEG,msa,True
جوني ديب نسخ دونالد ترام ,NEU,msa,True
 مش صالح دا كنتوا مخبينه شعبه,NEU,msa,False
 احتفالات الدون علا طريقه,NEU,egypt,False
 روح بيع وطنك بعيد…,POS,gulf,False
انا اعرف ضبط النفس الخاص بك ونحن تاخذ اوامر عشيقته ,NEG,msa,True
 الشيخه لطيفه بن محمد بن راشد ال مكتوم…,NEG,egypt,False
 الله يسعدك ويوفقك ويحقق مرادك ابغا ايفون الله يخليك '',NEG,egypt,False
قاتل ماجور سابق يعود القتل للانتقام قتل صديقه,NEG,magreb,True
  باراك اوباما '' صور تروها !,NEU,msa,False
' 'اردوغان سيسي مرسي  اسماء متداوله تغريدات تعكس استمرار مصمميها بدلا الحديث البلدان المءسسه تتطلع الا اقتصاد بعض ,NEG,egypt,True
  ابل وسامسونج وجها لوجه المحكمه العليا لوضع حد لنزاع براءات الاختراع,NEU,msa,False
 استخدام لوحه مفاتيح الكمبيوتر للكتابه علا هاتف,POS,msa,False
 ابل   خطا  ,NEU,msa,False
 وصلنا للطوب  انا باغي نتهنا حاسباني شكون ؟شي بوكيمون '',POS,msa,False
 خطاب بوب ديلان نوبل,NEU,msa,False
 طريقه تغيير خطوط النظام جهاز,NEU,msa,False
 يمكن تثبيت نظام اندرويد علا اللابتوب ؟,NEU,msa,False
 الشيوخ الاميركي يوافق علا تمديد العقوبات علا لمده سنواتقانون تمديد العقوبات ,NEG,msa,False
 معرض فرص العمل فن فنون جذب العماله  كنت شركه غوغل سابق عهدها,POS,egypt,True
كانوا رجال,NEU,msa,False
حضور مره قليل اكيد بنقتان بيجون علا طول,NEU,msa,False
شوف حجم التهليل والتكبير التهليل والتكبير لقتل رجل يصوب سلاحا,NEU,msa,False
هيلاري كلنتون ونوريه بن غب ,POS,msa,False
 الخميني عميل امريكي  الان تعترفون ؟؟ كنا نعلم العراق مهم,NEU,msa,False
 عمليات نوعيه للقوات السعوديه علا الحدود اليمن – البيان,POS,msa,False
 امبيد افضل ١٠ سناتر الدوري بالنسبه + ديفيز مو سنتر '',NEU,msa,False
« ان » اي بان « نقول للرحمن ان » مخففه الثقيله واسمها محذوف  اي انا « نحب ان نبلغ » نامر « اخاكم » اي اخاكم « ان » اي بان « نامر اخاكم » بالنبوه « ان » اي بان « نامره » نامره بان نامره « ان » اي بان « نامره » نامره « اخاكم » بالنبي صلا الله وسلم « ان » اي بان « نامره » بالنبي صلا الله وسلم « بالمعروف » بالنبي صلا الله وسلم ,NEG,msa,True
كنت راكب العربيه وفيه نفر ناقص وبعدين العدد كمل واحده بتقول للسواق يلا يسطا الراجل الناقص جه الراجل قالها انا ناقص بنت الوسخه,NEG,msa,False
 الحيوان ميشال عون يقول  لوخسر الاسد لاصبحت سوريا ليبيا ! ياحيوان سوريا اصبحت كارثه العصرثم الاسد صرت انت قصر بعبدا يانذل '',NEU,msa,False
 تطبير الشياطين يوم سنه ال البيت ام سنه البوذيين والهندوس  !,NEG,msa,False
دوله تلتزم بتيسير سبل التراحم والتضامن والتكافل حسن خاصم ليلي الدوله لازم تصالحهم علي,NEG,gulf,True
وهل يعتقد اوباما ان قراراته المجنونه كتب السماء لذا خذله يخذل عدوك ويخذله العرب للعار؟,NEG,msa,True
 تغطيتي المصوره لمباراه  نستغني دعمكم,NEG,msa,False
 بوتين ) ومساعديه )  '',NEG,msa,True
غوغل تعين احدا ال عاما للعمل لديها,POS,egypt,False
طبعا كانت المجله قالت كلمتين حلوين مرسي زمان الاخوان مشيرينها حته وتكبييردلوقتي هيقولك مجله صهيونيه عفنه,POS,msa,False
 ابل  « جنوب عبدالله المبارك » تسلمته « السكنيه » الماضي,NEU,msa,False
قل لماذا كانت الاذان مسدوده قل لماذا البصمات انتهت,NEG,egypt,True
 كاشيما انتلرز الياباني شارك بطوله انديه العالم كمستضيف ووصل للنهاءي بانتظار مدريد  '',NEG,msa,False
 استثناء  فتح الشام ''  الاندماج '' حيله قذره لافشال الاندماج  اللعبه واضحه مكشوفه وهم يريدون شيطنه فتح الشام امام يسما المجتمع الدولي '',NEG,msa,True
راع الخراف يقول   الهيكل كلينتون مختلف  الله مالنا غيرك  '',NEG,levant,True
صديق دعا لقبه ابوهالال وقلت له  مرحبا بوت  'حصل مجنون واغلق الساعه ,NEU,gulf,True
« او » « يلعب فيكم » اهل مكه « نبا » خبر « » خبر مبتدا « قبطان ينتقد وليه » النبي صلا الله وسلم « ان » مخففه الثقيله واسمها محذوف  اي ان « حمل » حمل « سوني » علا لسانه « اي قولا » اي قولا « وقال » « جوجل » اي قولا « حفيظا » ,NEG,gulf,True
ان اتواصل معك سجين؟,NEU,levant,True
 | اطلاق النسخه الرسميه الاولا للعبه سوبر ماريو رن,NEG,msa,True
 اذا كنت تقضي ساعات طويله علا الحاسوب لديك فرصه للعمل جوجل بغض النظر درجاتك الدراسيه '',NEU,msa,False
 والله وياك اللي يسمونا الدببه اكلنا  وهذاك المعصقل اكل بطريقه مو طبيعيه  القدر,NEG,msa,True
 المستشار يكشف خطوات الفريق القادمه العوده لمصر,NEU,msa,False
 الجمال كله اجمل نادينفي انتظار جديدك داءما,NEG,msa,False
 توجهت اليوم حافله لتجلي الاف شخص المقاتلين واسرهم احياء الشرقيه الا مناطق سيطره المعارضه السو…,NEU,msa,False
 الشيخ الخطيب “ يبق البحصه ” علا فيسبوك  شيطنتم الاسلام وخربتم سوريه كادوات لدول اقليميه,NEU,gulf,False
 مر ذكرا المولد النبوي الشريف احد فكر بهديه يهديها لسيدنا وحبيبنا محمد الصلاه والسلام؟ ! … —,NEG,msa,False
مرات عديده الدموع تتقاطع معظم الكلمات والصمت يتقاطع اكثر الهمس لذلك الدموع الاكثر صمتا اللغات ,NEU,egypt,True
تحيه لرءيس جمهوريه فنزويلا انحاز بقرار اعاده سفير بلاده للقاهره لثوره مصر واراده شعبها واكد علا متانه وعمق العلاقات الشعب,NEU,msa,False
 لماذا يحكم العالم الاكثر خسه ونذاله  ! بوتن مثلا ! اوباما ايضا ! الصين ايضا لكن الاكثر خسه بلا جدال السيس بشار والعبادي وخامنءي '',NEU,msa,False
انقلاب يغلق مسجد النصر اظلم منع مساجد الله ان يذكر اسمه وسعي فا خرابها انتظروا عقاب الله,POS,msa,False
واني اعود اليك مثلما يعود اليتيم الا ملجءه الوحيد,NEU,msa,False
حاولت ان تغنيه؟ جربت عنزه حزينه تحاول ان تربي كماعز مثير؟,NEG,egypt,True
يشجع ابنتيه علا الانضمام للجيش ,NEG,msa,True
 انت اسم بوكيمون انا اشوا تحس انه شخصيه انمي ,NEU,msa,False
 المتطرف اوروبا يتلقا ضربه قاسيه  والمفارقه ان يكون مسقط راس…,POS,msa,False
 قل ان الرءيس التالي فقط حتا يرا رد فعل الشارع الامريكي  '',NEU,egypt,True
بيست دانس نامجا برضو,NEU,msa,False
 صوره  كاسياس يحتفل بالانتصار ديربي مدريد,NEG,egypt,False
 الجامعه العربيه تدين الهجمات الارهابيه بمدينه الكرك الاردنيه - اليوم السابع,POS,egypt,False
 الاسلام ؟ فعل الرسول الصلاه والسلام الافعال ؟ ! اين عقولهم ! ! '',NEG,msa,False
 الاف اهالي نينوا سيشاركون تحرير الموصل داعش ولايه  '',NEU,msa,False
'' النوافذ تقريبا تجعل الحاجه الا مزاجه وهي 'مخيفه ',NEG,egypt,True
 امنيات المنحرفين تتحقق ابدا ,NEG,msa,True
 للتفكر  يوم للتامليوم للخروج حاله الاحباط نعيشهامن نصر موسا ورفع رايه الاسلام وهزم كيان الكفر وال… '',NEU,msa,False
دا مشكله عموما ويندوز كله غيرا النسخه وخليها احسن,NEG,msa,True
 رغم الاف الصور توثق الاف الجراءم الممنهجه بحق الشعب السوري والانسانيه جمعاء  يتحرك المجتمع الدولي الا ,NEU,levant,False
خبر انني اعرف ان حقيقيا ام مضحكا اطلب الدواسه حبه الكمثرا,NEG,egypt,True
  الجيش السوري الحر يسيطر علا قرا براغيده والشيخ ريح والبل وجارز بريف حلب الشمالي معارك تنظيم داعش '',POS,egypt,False
احساس # يوحشك حد #,NEU,msa,False
 بلد الاسلام هءلاء يدعون الاخلاق سنه الارض اختارها الله لينشر تعاليمه السعوديه ! !,NEU,msa,False
 عميلك الامريكي لقد قتلوه ,NEG,msa,True
 تشيلسي يعمق جراح ضيفه سندرلاند,POS,msa,False
عايز يتحاور يروح يتحاور اهالي الشهداء والمصابين دول رضوا عنكم ربنا هيرضوا عنكم والا امل ابدا جميعا,NEU,msa,False
  مارايتهيتحرا صيام يوم فضله علا غيره الاهذااليوم يوم وهذاالشهر يعني شهر رمضان '' ابن عباسيتحرا  اي يقصد صومه لتحصيل… '',NEG,msa,False
 طموح ساركوزي الرءاسي يتبخر,NEG,msa,False
بدات افقد القدره علا انشاء صداقات وفتح حوارات طويله  او اي شيء يحتاج بدايه ,POS,msa,False
عزيزي تغطيه عجز الموازنه بزياده الاسعار سياسه المسءول الفاشل قليل الحيله,NEG,egypt,False
 فاشلينها يمسكوها يحصل كده '',NEG,gulf,True
حشني,NEU,msa,False
الحقيقه استطيع ان ارا سعرها خصوصا الواضح انها الكثير المراحل ,NEG,msa,True
 الارجنتين شي بدون ميسي حتا فازت اداء مقنع ,NEU,msa,False
 تطاول علا اهانه لل فحسب اهانه للعراقلان شءنا ام ابيناتوح… '',NEG,msa,False
 حبيت كلامها وحكمتها,NEU,egypt,False
اقوا نسخه ويندوز فا العالم نسخه فا اسطوانه واحده ويندوز +++ بجميع اللغاتمن الممكن ان تكون حملت ,NEG,msa,False
 الحريري استقبل,POS,levant,False
انه اختراع بسيط وسهل عمل المنزل هواء نقي ,NEG,msa,True
الكثير ردود الافعال والقليل الافعال الانشغال بشكل مبالغ بالاحداث اليوميه التخطيط للمستقبل,NEU,msa,False
قصه انه يكتب امورا مبتذله  ولديه زمن قديم  افضل فيلم شاهدته حياتك  ولديه اكثر خطاب مثير للاشمءزاز ,NEG,egypt,True
شعبهم اللذيذون والمتحدون والمزيفون وانتم انفجارات الاخلاء غنم نص الغنم توافقون علا الارهاب وعدو الوطن ,NEU,egypt,True
 والله اشتقنا وفاض الشوق زلت الوعد قطعته اعتزال مشاهده التنس لحين عوده روجر فيدرر '',NEU,msa,False
- &  اثار التحقيق/الرضا كوارث استخدام الفحم مصر,NEG,gulf,True
الناس يتميزوا بالثبات علا مبدا  عدم الثبات علا مبدا '',NEG,msa,False
غوغل تتحكم بيوت الناس,NEG,egypt,False
جميل جدا اغاني تصف الفن الامريكي القديم,NEG,egypt,True
انا اكذبك واكذبك واكذبك واكذبك واكذبك واكذبك واكذبك واكذبك واكذبك واكذبك انا معك انا معك انا معك انا معك انا معك انا معك انا معك انا معك انا معك انا معك انا معك انا معك انا معك انا معك انا معك انا معك انا معك انا معك انا معك انا معك انا معك انا معك انا معك انا معك انا معك انا معك,NEG,egypt,True
 موقع لاستخراج روابط ال متجر سوق,NEU,msa,False
 ميزه هاتف غوغل تكشف “ ابتزاز ابل ”,POS,egypt,False
يغفر اكبر خطا عملها كشعب القدر الرهيب الجهل سببته !,NEG,egypt,True
شكرا جزيلا,NEU,msa,False
سلطه تمارس اجراما سياسيا ضد الفقراء,POS,msa,False
 اهداف مباراه المشوقه الممتعه سامبدوريا ساسولو / ,NEU,msa,False
'' فوشيا زاءد موف زاءد بيني زاءد ظبي زاءد كيلو - ابيض العينين مظلله  '' ',NEG,egypt,True
 تتم عمليات شحن البضاءع مخازن امازون,NEG,msa,True
 زواج المطرب المشهور ريكي مارتنبرجل سوريهعفن الفنواهله,NEU,msa,False
| تريد الحكومه الاسبانيه توخي الحذر واذا تحدث انتكاسه الناحيه الصحيه  يمكن للجماهير العوده الا الملاعب اسبانيا ابريل خلال نهاءي كاس الملك سوسيداد واتلتيك بيلباو ,NEU,msa,False
 عاوزين يقضوا علي المعارضه الحقيقيه او المندسه والمليشيات داعش الي دستها امريكا ضد نظام بشار '',NEU,levant,False
 البخيتي وامثاله لاجل الشهره والصيت مستعد ان يبيع امه شرفه ودينه فقد ترضا وساعد هدم المساجد دور القران الكريم ! ! '',NEU,msa,False
« النقطه » اي النقطه « صندوق تفاح تفاح شءم اخرجوا التفاحه » الجنه ,NEG,msa,True
 جوجل ايه فاطمه اللا هروح اجيب اسكتا فصلتينا خلاص المود غورا يالا ,NEG,levant,False
  الاسبوع_في_ساعه  اعلن الهدنه باتفاق الحوثي واستمر الانقلابيون القتال,NEG,msa,True
شبكه رصد الاخوانيه بتسلم ابنها  عمر فراج '' تسليم زفر وبيقولوا انه جاسوس لتركيا ويقولك احنا اخوان,NEG,msa,False
قتل ابناء اليمن علا يد سيدي انت الحا,NEG,levant,True
 تعلم الذكاء الاصطناعي افضل جامعه تقنيه بالعالم بالفيديوجوجل تتنبا ان المستقبل لعلم,POS,msa,False
احمري المتجنس يستمر الفتنه ويشبه قواتها الباسله بجيش الاحتلال الفرنسي ! …,NEG,msa,True
 الفنان المصري بتغريده عبر يروق صوت,NEG,msa,True
 بغنيلا وبدءلا وغير بحبك مابءلا,POS,levant,False
 كثير الناس ماتقبل فكره اوبر او كريمومايدري انه موظفينهم عليهم رقابه شديده الشركه لان معلوماتهم الشخصيه مسجله ١,POS,msa,False
صكوك جمال مبارك الا صكوك الاخوان تعددت الصكوك والقفا,NEG,msa,False
 طلع تلات اختلافات مريم حسين ورقاصه الواتس اب,NEG,egypt,True
 بدا الاحتكاك الخشن,NEU,msa,False
اذا رغبت ان اكون مجرمه محترفه  ماعلي فعله مشاهده حلقه حلقات المسلسلات الاجراميه واختيار الجريمه اريد !,NEU,msa,False
فالنسيا خيب ظننا للان الدوري ضيعناه قدام اشبيليه والكلاسيكو قبله ! !,POS,egypt,False
« ايها امنوا اجتازوا دور المهتدين » اي دور المهتدين اهل مكه « وتوجه » بالياء والتاء « ذوي العقول الجاهليه » اي اصحاب العقول الجاهليه ,NEG,egypt,True
 مسح سجل البحث داخل متجر,NEU,msa,False
 | | فيديو  مذيع اجنبي يسخر بشار الاسد  قتلت ربع مليون انسان وتعتقد انك تدافع عن…,NEG,msa,False
 دقيقه لشحن هاتف غوغل الجديد ومميزات اخرا  -,POS,msa,False
وقت تقلني عندما غرضها الدقيق تخبر تخبر يعني ثانيه اكثر ,NEG,egypt,True
انا اقدر الرساله  '',NEU,egypt,True
 مقتطفات مهرجان اقامته حركه المقاومه الاسلاميه مخيم البريج لتكريم ابطال كره ,NEU,msa,False
 كشف مقطع فيديو هروب مسلحي جبهه النصره الارهابيه خلال مواجهه الجيش السوري شرق حلب وتركهم لاسلحتهم سقطت ,NEU,msa,False
 توماسوف لاعب كبير وكان افضل لاعب كرواتيا الموسم الماضي لاتحكموا علا مستواه البيءه سيءه جدا جبتو ميسي بيتحو… '',POS,egypt,False
  '' الحافز لدي اقوا اي وقت مضا  اتطلع للمشاركه ,NEU,egypt,False
وصله بث حيه الا اللعبه اركب الموقع انزل الا الفيديو والعب ,NEU,levant,True
 « بوب ديلان » يشكرفوزه بنوبل ولم يحضر لتسلم الجاءزه,NEU,msa,False
فهد العرفي وعمه فرع بريطان,POS,egypt,True
« » للتنبيه « الا سخريه كفروا » اهل مكه « فاما » ادغام ان الشرطيه مزيده قبله « فاما » ادغام ان الشرطيه الزاءده الذال وفي قراءه بتشديد ان الشرطيه قبله « فاما » ادغام التاء الاصل الذال اي اثما « » زاءده « حملا » وزنا « قليلا » الدنيا والاخره ,NEG,msa,True
