tweet,sentiment,dialect,sarcasm
"RT @Imlebanonnews: ميزة من  #غوغل"" لن تتوفّر في الأندرويد #تكنولوجيا - https://t.co/pF3MjmWoTn https://t.co/7vAcjGeO2B""",NEU,msa,False
نقطة أخيرة قانون التظاهر الذي يحتاج إلي إعادة النظر في عقوباته كما يقول #الببلاوي أصدره هو في عهده وبنفسه أرائيتم كيف وصل العبث بعقولنا؟!,NEG,msa,True
"""طلع #كاسترو طرابلسي ونحنا مش عارفين""",NEU,egypt,False
الكلاب أوفياء رجاء عدم إهانتهم,NEU,msa,False
"""أرمـــــــلة سورية 42 س مــــــــــقيمة  تبــحث عن زوج مــــــــــــسيار  https://t.co/0GYbc9slxh""",NEU,msa,False
#يقين|#شاهد|#فيديو| حكومة الببلاوي ومحلب اعطو شرعية قانونية للفاسدين ولم يعزلو فاسد واحد,NEG,msa,True
"""هو اسطورته ريكي مارتن _وكريستيانوويجيك واحد يقول شعار ريال مدريد قد يتلطخ بالطين والدماء ولكنه لن يلطخ في العار… https://t.co/w2uYR6Umzh""",NEG,msa,True
أيـمــن بـوتـكــس عــنـــده ظـــروف كــان بـيـرضـع الـكـلــب الـكـلــب #ايمن_نور_وفضيحه_اسطنبول  ,NEG,msa,True
"""@asumeri_313 فكو طيزكم من داعش""",NEG,gulf,True
#سيدنا_النبي كان طيب الرائحة، وإذا صافحه أحد ظل بيده عطره سائر اليوم صلى الله عليك يا سيدي يا رسول الله,POS,msa,False
بيصعب عليا الراجل بتاع الردار بيبقى قاعد ف الشمس والعربيات ف المقابل بتدى النور العالى .. شعب  ,NEG,egypt,True
مبارك كان بيحكم من شرم الشيخ والسيسي حيحكم من شارع خمسه باب #انتخبوا_العرص,NEG,msa,True
دولة عسكرية و لا دينية؟ لا إحنا عايزين دولة حقيقية. كانت مأساتنا فى العهد السابق الكذب والتدليس   القدر1,NEG,msa,True
"""#مكياج_عيون على طريقة #بيونسيهhttps://t.co/6bAibLVvOB@Beyonce https://t.co/v7y5bCV6m0""",NEU,msa,False
ماتدافعش عن الكذب وتقولي أنا مش إخوان مرضك ده ليه علاج على فكرة إنك تبطل تعيش في قطيع الجماعة وتشغل مخك شوية,NEG,egypt,True
احلق شعري ام لا هذا السؤال,NEU,msa,False
#فيفي_عبده_الام_المثالية اصلا صارت كلمة مثاليه الحين سبه عجبكم كذا طيب امشي يابن المثاليه ههههههههههههههههه زمن حسبي لله على رجاله,NEG,levant,True
أهطل صفة مش شتيمة,NEG,egypt,True
"""يكفينا فخرا انو بتاريخ هالجمهورية اجا رجال عالرئاسة الاولى اسمو ميشال عون..""",POS,levant,False
يا ليت شعوب النرويج والدانمارك وايسلندا والسويد يتعلمون السنع والمنع منا شوي :))   mood,NEG,msa,True
"""RT @NabeelAliBinAli: في أي دولة تقع مدينة بروج ؟بالقرعة أيفون +7موفقين.""",NEU,gulf,False
"""@malak_alhusaini ياخي ابي افهم ورا حظي مروح ما قد فزت حتى لو بقلم رصاص ☹️💔 ايفون طيب تنازلنا نبي شنطه من ذا الشنط الماركه 🌚 اتشرط انا وخشتي🙄""",NEG,gulf,True
"""دفع إيهام الاضطراب عن آيات الكتابويليه منع جواز المجازللشيخ العلامة الشنقيطي.#معرض_الكويت_الدولي_للكتاب.السعر… https://t.co/1eDuVSpN05""",NEU,msa,False
"""السلطات الأمريكية تُسلم القاهر 4 قطع أثرية مهربة إلي #الولايات_المتحدة من #مصرللتفاصيل عبر الرابط التالى ..... https://t.co/rkmd6ySk8m""",NEU,msa,False
"""RT @hosm_sa: جند الأقصى سابقا تريد حقن الدم وتقدر جرح الشام االأول وهمها الأول فك حصار حلب واستمرار معركة حماةلذلك هاجمت نقاط للأحراربتحتا…""",POS,levant,False
"""بالفيديو.. #عمرو_أديب: «الشامبو خدعة وأنا عمري ما استخدمته»#جريدة_الزمان https://t.co/0VzbXdKl6y""",NEU,egypt,False
شهالمسخرة أللي قاعدين نعيشها. شنو يعني دولة تقعد أكثر من شهر بدون تشكيل حكومة.  ,NEG,levant,True
هو ليس مكانه طاولة الحوار المحترم إن عمر سليمان لا يؤمن بالحوار إنما يؤمن فقط بالقتل !,NEG,msa,True
عارفين يعني ايه للعدالة وجوه كثيرة!! يعني #كله_ماشي :(,NEG,egypt,True
"""عاجل اليمن - تعرف على أسرع هاتف أندرويد في الولايات المتحدة - عاجل اليمن - تعرف على أسرع هاتف أندرويد في الولاي... https://t.co/54kt0rBjEo""",NEU,msa,False
هاري بوتر و كوبري ٦ أكتوبر,NEU,msa,False
"""دونالد ترامب رداً على انتقاده بشأن تصريحه المشين المسرب بحق النساء : أنا تحدثت بسوء عن النساء هذا صحيح ولكن بيل... https://t.co/Mp0orhkjrp""",NEG,msa,True
"""#جريدة_الميدان | #الناتو""الناتو"": ضباط أتراك طلبوا اللجوء وعدم العودة إلى أنقرة... https://t.co/hCejJaGMJ6""",NEU,msa,False
"""يضحكون الليبراليين الشيعه، نتكلم عن داعش ياخذهم الحماس ونكمل علي حزب الله يسكتون ! ترا مصختوها 👊🏼😂""",NEG,levant,True
"""طريقة تعطيل محرك البحث بينج في ويندوز 10 https://t.co/gcEvv741Nx""",NEU,msa,False
"""الحكومه الفرنسيه تفلشت 😂😂😂.اليمين المتطرف قادم والشعبويه تتزايد.  القارة العجوز ستتفكك https://t.co/ySaujnpxQn""",NEG,gulf,True
"""سكايب يطلق نسخة على نظام ويندوز 10 للهواتف الذكية https://t.co/VlqsypwveK""",NEU,msa,False
"""أقوال من خطاب أوباما الذي لم يقله وهو متضمن في حال سياسته- أكبر إنجازات إدارتي هي وأد «الربيع العربي»- الثورات... https://t.co/kYSLUWLSXl""",NEU,msa,False
"""@algrien66690034 @HalabTodayTV طيب فرنسا الحريصة على مسلمي سورياومعادية للجزائر ارتحت..""",NEG,msa,True
صباح الخير عليكي يا مصر يا حلوة و لابسة جديد إن شاء الله هيكون أحسن يوم في اللي فات و كل اللي جاي أحلى,POS,egypt,False
"""#الاقتصاد #أستراليا و #فرنسا ستوقعان صفقة غواصات بأكثر من 36 مليار دولار غداًhttps://t.co/MkH8zMW5Md https://t.co/PsC3HG9G65""",NEU,msa,False
#خليك_مصدق إن فيه ثورة فى العالم قام بيها وزير دفاع ووزير داخلية !!!!!! #هبل_وهطل_شعب!!,NEG,egypt,True
"""واشنطن تتهم في الامم المتحدة ضباطا سوريين بالاسم بالضلوع في هجمات على المدنيين https://t.co/XI5F9VABZv #القدس #حلب #uae""",NEG,msa,False
"""RT @zozoiraqoan: مفتي مصر علي جمعة: #اردوغان قرد مضحك   #erdogan_is_isis https://t.co/Gk3QKUhLv2""",NEG,msa,True
"#أطردوا_تركي_آل_شيخ ,, إنتوا خايفين من إيـــــــــــــه ؟؟ قليل الأدب و يتطاول علينا وفـ بلدنا ,, دي إسمها أحــــااااا ,, خايفين من الفلوس إللي واخدينها مـنـه ؟؟ أحــاااا يالا يا معرص منك له , خـدوا قرار بطرده ونضفوا البلد , هو جاي يغسل فلوسه عندنا وبـ قلة أدب كمان؟  ",NEG,msa,True
الشيخ فهد الكندري متعب نفسه ومسافر إلى بلاد الخضرة والماء والوجه الحسن خصيصا علشان يسويلنا حلقة عن مضار الخمر!!!! له درّك يا شيخ....فعلا معلومات قيمة عرفناها لأول مرة  ,NEG,msa,True
"""""البيت الأبيض"" في #جيزان !جماعة #المخلوع يتعاطون صنف صعب،هنيئال #اليمن صار البيت الأبيض جارها#تعز#صنعاء… https://t.co/9lOFgi9XZV""",NEG,egypt,True
