tweet,sentiment,dialect,sarcasm
ثار وغيره سيلاحققك ايها الافاق,NEG,msa,True
 تشكلت صوره السعودي لدا الاعلام الغربي؟ الدور يءديه مرتزقه الاعلام؟تتبع المال يكشف حقيقه المساعي,NEG,msa,True
 التحكم المروري  حركه المرور كثيفه اوتوستراد زوق مكايل باتجاه مفرق غزير وصولا الا كازينو لبنان عواءق,NEU,msa,False
 تظاهرات احوازيه ضد ايران لمصادرتها اراضي جديده بالجنوب,NEU,msa,False
طبرسي يطابق المفيد نفي وجود المحسن,NEG,msa,True
استمرار ماساه غرق شبابنا محاولات ياءسه سعيا وراء  لقمه العيش '' اسبقياتنا واين اهداف الثوره  عيشحريهكرامه انسانيه ؟,NEG,msa,False
الفاعليه الثالثه لاحرار اكتوبر امام سنترال الحا السادس,NEU,egypt,True
 دوت مصر/ كامل الوزير «  الرءيس امر بانهاء انشاءات محطه التفاصيل  - عبر نبض,NEU,egypt,False
استمر مرسي سياسه العناد الفاشله سيكون الفرق الوحيد بينه وبين المخلوع مبارك انه يحب ان يقضي اجازته شرم الشيخ علا الاقل حتا ال,NEG,egypt,True
 اكثر غاره جويه الطيران الروسي علا عده احياء مدينه حلب وسقوط شهيدا جريحا ! ومازال الدفاع المدني يعمل علا ان… '',NEU,egypt,False
 خليفتنا رضا الله عنه ينام علا الهواء خلال كلمه بوتين فا مءتمر مشترك باسطنبول وخبيريءكد ان فخامته مرهق شده العمل… '',NEG,msa,False
اعلان غوغل دليلك لحرب المناطق والشوارع والاحياء,NEG,levant,False
 ارسل المغني بوب ديلان الفاءز بجاءزه نوبل للادب رساله يشكر الاكاديميه السويديه وصف المنح بانه شرف يضاهي  الوقوف القمر '' '',NEU,msa,False
قبض علا المتحدث باسم حزب,NEU,msa,False
 مسرحيه سيد قطب مسرحيه صدام الاعلام الغربي باشكاله يريد تثبيت صوره متلبسين الاسلام بصوره المخلص تكن فريسه للغرب '',NEG,msa,False
 اعجبني فيديو علا ادمان لعبه بوكيمون قو || ,NEU,msa,False
 عاما وفي لبنان اخوه لاجءين فلسطينيين ولم يكن وزيرا لشءونهم ! الاخوه النازحين السوريين حظهم الحكومه نار,NEG,levant,True
 “ واثق حفاظ “ علي قياده للحلف,NEU,msa,False
 احتجاز صحفا كندا يتجه لموقع الاحتجاجات علا مد خط البترول فا نورث الولايات المتحدهداكوتا لمده ساعات يثير المخ…,NEU,msa,False
 اللهم بالظالمين,NEU,msa,False
تدهور الحاله الصحيه لعاءلات شهداء وجرحا المضربين الطعام,NEG,msa,False
 الي يبا يشوف الصدقي يشوفني يوم اكون وسط ناس مادانيهم '',NEU,levant,False
 بيصوت بتسف التراب الاسبوع ده حرقاك اقرع '',NEG,egypt,True
فا قلبا,POS,egypt,False
مدفن القاهره للعداله يحدث الان فا مطار القاهره  الشرطه تمنع اواءل الحقوق ! وترحب وتفسح للمتاخرين الفاشل,NEG,msa,True
 شاطره تفهمها او تروح للشيخ غوغل يترجمها باهبل هيك ,NEU,egypt,True
باحضان غاليه,POS,egypt,False
 قايل لجراح الهبيده انك حلو ؟ والله معطي نفسه وضعيه جستن بيبر بسنابه ,NEG,gulf,True
 طبت طيب اوردوغان والله ينفع الاوغاد الايرانيين او الروس او السوريين الا التهديدبالقصف الجوي والارضي ان اعتدوا علا النازحين السوريين  '',POS,msa,False
 طفل سوري يلقي قصيده مءثره يبكي فليذكر التاريخ  اعداد الصواريخ  تقتل ,NEG,msa,False
لاتساليني ليش رجمي نزلتذيب الخلا لاجاع رجمه نزلعن الغزل وسماان الافكار اعتزلتكل شي عيني غبتي هزل,NEG,gulf,False
 استءناف السوريه  امر واقعي '',NEU,msa,False
 طريقه تعطيل محرك البحث بينج ويندوز,NEU,msa,False
جيش السيسي يهدم بيوتنا لاقامه منطقه عازله سيناء وغزه اين اقنيه التصهين؟ ورواري العربيه يلطم منتهاه,NEG,msa,True
شاء الله  متخذين كامل الاجراءات الصحيه '' اخر شي النطره عباره لعبه الكراسي,NEU,levant,False
 الاخبار  اغذيه ملوثهاكل لحوم الحميراعتقالات قسريهقتل بلا محاكمهحرب علا الاسلامتحالف سفاحي ظهر,NEG,egypt,True
 | ضباط اتراك طلبوا اللجوء وعدم العوده الا انقره ,NEU,msa,False
ابتسم وجه الناس فانها صدقه,POS,msa,False
عالم الكره الصفراء يتيما حتا جاء فيدرر اخرج جمال الرياضه للعالم,POS,msa,False
 نوال الزغبي شو بتعملي ؟؟ '',NEU,levant,False
 ديميتروف الا الحد استطاع التغلب علا  نادالجوكوفيتشمورايفافرينكالكن يستطع التغلب علا علمه السحرروجير… '',NEU,msa,True
 احتفالات الدون علا طريقه,NEU,egypt,False
 الوقت اللي يجتاح اليمين المتطرف اوروبا وترامب امريكا والعالم  يتم تعيين ملحد يبت امور المسلمين  ! ! ,NEG,levant,True
 النظام الصحي الامريكي يحرم اكثر مليون امريكي العلاج,NEU,msa,False
 – نجوم مصريه  تاريخ مباراه السعوديه واليابان القادمه فا تصفيات كاس العالم,NEU,msa,False
 طيران العدوان يشن سلسله غارات علا عدد محافظات الجمهوريه,NEU,msa,False
شي بيرفكت حرف,POS,egypt,False
ايمن يونس يءكد  الزمالك يشارك فا دوره فا قطر لموقفها مصر  حكومتك كابشن بتتفاوض قطر عشان تشحت غاز,NEG,egypt,False
 ثلوج متوقعه علا المناطق الشماليه والجوف فجر الثلاثاء,NEU,msa,False
 ريكي مارتن حريم العالم كلها اللي قدامو اختار انه يخطب  دا اصول عربيه  وانا اللي كنت فاكرك نينجا طلعت  '',NEG,egypt,True
=,NEG,egypt,True
 اطمنوا ايها النبلاء بخير فقط روايح جثث الحوثي والمخلوع ازعجت الساكنين حتا الكلاب ترفض لحومهم النجسهالتكبير جبل هان الان,NEG,msa,True
 تعيين عضوا مجلس الشورا,NEU,msa,False
 ديوان الوقف السني يقيم احتفاليه بمناسبه ذكرا المولد النبوي الشريف مخيم حي الجامعه للنازحين,NEU,msa,False
 تستخدمان حق وتفشلان,NEU,msa,False
لغه السي لبرمجه الحاسوب ماكان كومبيوترات اساسا  مات مكتشف اللغه العظيمه احد طق خبر !,NEG,msa,False
يونجون هنا؟ ! بكييت لاا,NEU,msa,False
 شهيدا مصابا بتعز خلال ساعه,NEU,msa,False
 لاول مره عام يكون روجر فيدرر رافا نادال خارج المراكز الاربعه الاولا تصنيف الاتحاد العالمي للتنس ! !,NEU,msa,False
 ياروافض بلا كلام والا اخرج … '',NEG,msa,True
طيب الراءحه واذا صافحه احد ظل بيده عطره ساءر اليوم صلا الله سيدي رسول الله,POS,msa,False
نزع ملكم لغدركم وليس السيسي الله اذهب حكمكم لعدم اخلاصكم الله استبدلكم لانكم خنتم الامانه ووليتم لا…,NEG,msa,False
 تنزف دولارات ببورصه نيويورك انباء تراجع « الاستحواذ »,NEG,msa,False
ليه مستكترين ان الست تنفيطيب شكرا ليها انها نفت كلام طاءفي زي دهولازم يتم عمل تحقيقات قضاءيه لاثبات وجود قرصنه طلع كدب ساعتها تتحاسب,NEU,egypt,False
 تحقيق اعلا دخل,NEU,egypt,False
 بوتين ودعم اليمين المتطرف العالم,NEU,msa,False
 وكيل رمضان صبحي يصف اللاعب بالاستثناءي ويوضح الفرق بينه وبين صلاح  -,NEU,msa,False
هدف الباراغواي رجعنا لنغمه ميسي احب اذكركم ميسي مالعب قدام تشيليفي دور المجموعات بالكوبا وفازت الارجنتينولعب النهاءي و…,NEU,egypt,False
 الحسين رضي الله عنه سابق عصره ويستخدم غوغل مابس,NEU,msa,False
 طبعا هذول خرفان شهرهيعني تلاقيه يلعب بوكيمونيتكلم طلاق براد بيت وانجلينايعني مواكبين الاحداث التافه ,NEG,magreb,True
 يعلن خطوبته فنان سوري | الموجز,NEU,msa,False
 اوباما يندد بتصريحات ترامب  المهينه والمخزيه '' بحق النساء  ندد الرءيس الاميركي باراك اوباما الاحد بالتصريحات ,NEU,msa,False
 سءال يحتاج الا جواب  تغلق مسجد الحسين امام الرافضه لاحياء واردوغان تسمح للرافضه باحياء عاشوراء… '',NEU,msa,False
 صدر اليسا وجه رءا الصبان شعر رشاقه ميريام فارس مكوه روبيو عيون زينب ذيك المغربيه الصوت نوال الكويتيه وبس والله '',NEU,levant,False
جهء الشعب المصري فضحونا فا مناطق العالم بالهاش تاج المسي نعمه التحضر ,NEG,msa,True
ان اشار او وشا فانما يشي بانه مفيش اي قيمه وطنيه موجوده التنظيم ابناء التنظيم,NEG,egypt,False
 ساعه ابل لهواتف سامسونج  اجهزه يمنع السياسيون استخدمها لاجراءات امنيه … '',NEU,msa,False
 | يتخلا اعماله التجاريه للتركيز علا العمل السياسي,NEU,msa,False
 اذكر اسم او صفه لخاتم النبيين القران الكريم ؟ممكن ارسال اكثر اسمبمنشن مختلف٣ ايفون بالقرعهريتويت فض… '',NEU,msa,False
 المهاجر ابوحمزه الشيعي العراقيمن قلب محروق يهاجم حكومه اللصوص واصحاب العماءم عصابات,NEG,msa,True
 تفعيل الوضع الليلي علا,NEU,msa,False
 انتي عنوان الصمودباذن ربي   تسقطين ارغم حلف  الروافض واليهودرغم بوتن  اللعين '',POS,msa,False
 | الاحتلال ينصب عشرات الحواجز العسكريه القدس المحتله,NEU,msa,False
 السيسي يصف الاسلام بالارهاب المتطرف ويدعوا لمحاربته مظله الارهاب وذلك علا قناه ليرضي اعداء الاسلام خيانه عظما ! !,NEG,msa,True
 قوقل يتعاطون زقمسوين حمله للتحسين ترجمه قوقل عشان النازحين السوريينوهنا حاطينه رءيس سوريا '',POS,msa,False
 بشار الاسد يرفع رسوم ” الاقامه ” سوريا ! -,NEG,msa,False
 تراث باراك اوباما السياسي ! - محمد الرميحي,NEU,msa,False
تغلق قناه الفراعين لانها الاكثر كذبا او فجورا لانها الاقل احترافيه فا الكذب والفجور,NEG,msa,True
شاهد - يسري فوده  يامن لمن قال يوما  طز مصر '' #,NEU,egypt,False
اقصد منجد تستاهل هالتحفه الفنيه,POS,msa,False
 حكايه جايي تحتل المرتبه الاولا علا عرش الاغنيه العربيه برافو امير عمل بنفتخر,POS,egypt,False
 حوار خاص النجمه لمجله  ماري كلير العربيه '',NEU,msa,False
الله ينور دكتور ده التفكير اللا عايزينه مش مسجد وكم كنيسه,POS,egypt,False
وقت متاخر علا البدايه الصفر خير السير طريق الجميع يعلم نهايته ,NEU,msa,False
 “ ريكا مارتن ” يظهر بخاتم خطبته الفنان السورا “ يوسف ”,NEU,msa,False
يالرخيص ٥٠٠,NEU,msa,False
 صور طبيعيه متحركه للسحب خلال ساعات ماضيه,NEU,msa,False
فيديو عكاشه  والله مش طريه واللا يتجوزها يبقا خد خازوق ! !,NEG,egypt,False
اخوان اختاروا رضا الامريكان خلاص بانت زمان وده اللي هيعمق خلافهم السلفيين ومش بعيد تلاقيهم بيعايروا السلفيين بعلاقه بعضهم بالامن,NEG,egypt,False
 شاهد  زينه اخر  عيد ميلاد '' لاوباما البيت الابيض ! الميلاد…,POS,msa,False
 وش فاءده وال المذهب الرافضي والمجوسي هذولا اللي يغررون ويتاجرون بقضيتكم وارض…,NEG,gulf,False
 مجلس الوزراء  “ ضروره وضع حد للممارسات واعوانهم ”,NEU,msa,False
يعني احزاب اسلاميه فقط تصوت علا مسوده الدستور الان وان عضو رفضوا اللعبه,NEG,msa,False
 اكيد ترا تقرير الصندوق الدولي الجزاءر صعود وتيره النمو الجزاءر عكس المغرب غوغل ,NEU,msa,False
 تءيد تقديم الاختبارات النهاءيهوتكون شهر شعبان بدلا شهر رمضان  ؟نعم=رتويت+منشنلا=مفضلهالتصويت مرتبط بحسا… '',NEU,msa,False
ياسر ابو عمار  علي الجزيره غيرت موقفي حزب بسبب مواقفه المخزيه الرءيس,NEG,egypt,False
 بتغنيلها 'يا بنت الجيران  '' تبع رامي عياش؟؟ مغروم شكلك لشوشتك ! ! ,NEU,levant,False
 | غزه - شعار انهاء الانقسام المعاهد الازهريه تحيا ذكرا المولد النبوي الشريف- محمد ابو حطب -,NEU,msa,False
 يصوت بالاجماع علا حول نشر,NEU,msa,False
 حمله هيلاري تفجر موضوع تواطء فريق ترامب موسكو جديد,NEU,msa,False
رءيس مجلس الوزراء  كلي ثقه بحرص الناخبين والناخبات علا الالتزام بالاشتراطات الصحيه حتا نهايه العمليه الانتخابيه وان تتم مظاهر الاحتفال عبر الاتصال وليس التجمع ,POS,msa,False
حق شهداءنا يضيع بشكل منظم نظامنا القضاءي عاجز القصاص والجهات التشريعيه والتنفيذيه تدعمه ومحاسبه قصر جمع الادله ضروره,NEG,msa,False
قوانين اي مرحله انتخابيه اهم مليون مره المرحله نفسها بمرشحينها وكل المراحل اللي الثوره اتلعب اساس قوانينها لتدبير النتيجه,NEG,egypt,False
امكانيه تقربون المذيع والمذيعه بالاخبار اكثر ! ! مرره بعيدين بشكل يشتت الانتباه,NEG,gulf,True
  نفعله التفكير بالمشاعر نخفيها '' - جستن بيبر  '',NEU,msa,False
 دفع ايهام الاضطراب ايات الكتابويليه منع جواز المجازللشيخ العلامه الشنقيطي ,NEU,msa,False
 تسكتوا صوت الاذان الله اكبر حسبي الله عليكا اسراءيل,NEG,msa,False
تبارك الرحمن,POS,msa,False
 محظورا ايضا,NEU,msa,False
 اسراءيل تطلق اسم “ بيريز ” علا مفاعلها النووا,NEU,msa,False
 الايام نداولها الناس '' صدق الله العظيماجلاء المدني,NEG,levant,False
ناس بتبعتلي رساءل عتاب رقيقه جدا والله جماعه انا عنديش اي نيه اكون كاهن ملاك وبقول للخروف خروف وشه ومش هتغير,NEG,egypt,True
طبيعي لانهم الخلف ! !,NEG,egypt,True
 كلمه صاحب السمو الشيخ حمد بن خليفه ال خلال مراسم تابين زعيم الراحل فيديل,NEU,msa,False
 الاصلاح يدعو المجتمع الدولي لاسناد الحكومه الشرعيه كشف ومحاصره بءر الارهاب |,NEU,msa,False
مبسوط نفسي لاني صرت اعرف اصبر وانا مخبي كلام كبير بقلبي احتاج احد يسمعني ,POS,msa,False
 البرلمان العربي يطالب المجتمع الدولي برفض تصريحات العدوانيه,NEU,msa,False
 هاذي النبته طلعت محل ماتو جنود بريطانيا وقت الحرب عشان سنه لازم يلبسوها ذكرا '',NEU,msa,False
ينكر احد ضروره اجراء اصلاحات شامله بالقضاء سواء فا كيفيه التعيين فا البدايه وحتا كيفيه المحاسبه داخل القضاءلهذا تقدم,NEU,msa,False
ويندوز بمساحه تخزينيه اقل انظمه مايكروسوفت السابقه,NEU,msa,False
تشوف بيعاكس واحده روح اعمل اخو,NEU,egypt,False
يبدولي انه عندكم ماده المكتبه  ) ضاع نص عمرك اكثر ماده مفيده درستها حياتي,NEG,msa,False
واحده دفعتي لسه شايفينها شهر واعدها هيخطبها كده  يومين تلاته لقيناه خطب واحده غيرها مشت جديد,NEU,egypt,False
 علاش روسيا صفحت لتركيا تنازلت حقها قضيه اسقاط الطاءره روخوي مقتل قاءدها  '',NEU,msa,False
صدور قانون تشكيل الاحزاب اي حوار ونفس الحال بالنسبه لقانون مباشره الحياه السياسيه يقلص مضمون اي حوار وطني ويفقده جانب كبير مصداقيته,NEG,msa,False
الاعداد ! انا مبهور عجله ورا مرسي والا هندخل مرحله كرساه,NEU,egypt,False
 ريكي مارتن بيقلب شباب احنا قاعدين '',NEG,egypt,True
  حقوق الانسان وسيله لتحقيق المصالح الخاصه  ! ! |,NEU,msa,False
 ميسي عنده منتخب قوي وعناصر خرافيه يخذلهم …  -,NEG,egypt,False
  احلم دوما ان اكون   الافضل الجميع   لذا اجمع البوكيمون   سلاحي المنيع   بوكيمون ساجمعها الان  … '',POS,msa,False
الانقلاب الدموا هزيمه دمويه لمنتخب مصر بالسته يقتل الستات فا الشوارع تقتله غانا بالستات فا التصفي,NEG,egypt,True
 عايز يتجوز سال السءال ده البلد كلها هتبات الشارع,NEU,egypt,True
 زيت الكثافه وداعا للقشره والصلع والتقصف والفراغات والشعر الخشنيستعمل للدقن والشنب وشعر الراسللطلب وتس فقط… '',NEU,msa,False
 | تبا جدار الصامتين |خطبه الشيخ احمدالقطان حماه ١٩٨٢وكانها تتحدث حلب ٢٠١٦,NEU,msa,False
ملوك الاناقه والفخامه طبعاا قميص غوتشي لابس تاي تاي,NEU,egypt,False
 ولد الهدا فالكاءنات ضياء وفم الزمان تبسم وثناء/ اللهم صلي وسلم علا سيدنا محمد وعلا اله وصحبه وسلم,POS,egypt,False
 تعتقد ان يصدق يقوله؟,NEU,msa,False
فجوه تزداد الشعب وحكامه بد استجابه حاسمه وواضحه لمطالب الثوره,NEG,msa,False
 اعتذاره حضور « نوبل »  بوب ديلان السويد المقبل,NEU,msa,False
 سواء مختلطه او مش مختلطه باقي عليها ٣ ايام  تنسوا ,NEU,msa,False
اهاجم مرسي لاني استكثر الرءاسه لانه كذاب ومخلف لوعوده وفي رقبته دماء شبابلا اسميكم خرفانا فحتا الخروف يستحي ان يدافع كذاب,NEG,msa,True
 | اندلاع مواجهات شبان وقوات الاحتلال بلده شرق قليل,NEG,msa,False
مايمرروهمهما عملوا الدستور ده مش هيعيشلانه ولد ميتا وبني علا باطل وسيقود الا باطلدي قناعتي ومءمن,NEG,egypt,True
